indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
cost_total,2025,0,absolute_dif,3%,0,0,0,0,test_reduction_only,0,9
cost_total,2025,0,absolute_dif,6%,0,0,0,0,test_reduction_only,0,9
cost_total,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,9
cost_total,2025,0,baseline,3%,14377476042.059969,14377476042.059969,14382429821.876999,14372522262.242939,test_reduction_only,0,9
cost_total,2025,0,baseline,6%,12617022717.566877,12617022717.566877,12620764813.347963,12613280621.785791,test_reduction_only,0,9
cost_total,2025,0,baseline,undiscounted,16444827441.806425,16444827441.806425,16451269718.955496,16438385164.657354,test_reduction_only,0,9
cost_total,2025,0,intervention,3%,14377476042.059969,14377476042.059969,14382429821.876999,14372522262.242939,test_reduction_only,0,9
cost_total,2025,0,intervention,6%,12617022717.566877,12617022717.566877,12620764813.347963,12613280621.785791,test_reduction_only,0,9
cost_total,2025,0,intervention,undiscounted,16444827441.806425,16444827441.806425,16451269718.955496,16438385164.657354,test_reduction_only,0,9
cost_total,2025,0,percent_change,3%,0,0,0,0,test_reduction_only,0,9
cost_total,2025,0,percent_change,6%,0,0,0,0,test_reduction_only,0,9
cost_total,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,9
cost_total,2025,25,absolute_dif,3%,-211065248.8563223,-211065248.8563223,-194174284.54010385,-227956213.17254072,test_reduction_only,0,9
cost_total,2025,25,absolute_dif,6%,-182155627.01480007,-182155627.01480007,-167492499.14622968,-196818754.88337046,test_reduction_only,0,9
cost_total,2025,25,absolute_dif,undiscounted,-245050270.8191061,-245050270.8191061,-225544215.81936058,-264556325.81885162,test_reduction_only,0,9
cost_total,2025,25,baseline,3%,14377476042.059969,14377476042.059969,14382429821.876999,14372522262.242939,test_reduction_only,0,9
cost_total,2025,25,baseline,6%,12617022717.566877,12617022717.566877,12620764813.347963,12613280621.785791,test_reduction_only,0,9
cost_total,2025,25,baseline,undiscounted,16444827441.806425,16444827441.806425,16451269718.955496,16438385164.657354,test_reduction_only,0,9
cost_total,2025,25,intervention,3%,14166410793.203648,14166410793.203648,14178347977.702835,14154473608.704458,test_reduction_only,0,9
cost_total,2025,25,intervention,6%,12434867090.552078,12434867090.552078,12445788122.63956,12423946058.464594,test_reduction_only,0,9
cost_total,2025,25,intervention,undiscounted,16199777170.98732,16199777170.98732,16212840948.837994,16186713393.136644,test_reduction_only,0,9
cost_total,2025,25,percent_change,3%,-1.4679824710784133,-1.4679824710784133,-1.35100614193936,-1.5849588002174668,test_reduction_only,0,9
cost_total,2025,25,percent_change,6%,-1.4436910360137545,-1.4436910360137545,-1.3279022014031985,-1.5594798706243103,test_reduction_only,0,9
cost_total,2025,25,percent_change,undiscounted,-1.4900846257066984,-1.4900846257066984,-1.3720532283746893,-1.6081160230387073,test_reduction_only,0,9
cost_total,2025,50,absolute_dif,3%,-398981992.68189716,-398981992.68189716,-367139478.4926956,-430824506.8710987,test_reduction_only,0,9
cost_total,2025,50,absolute_dif,6%,-344239942.4254942,-344239942.4254942,-316582887.24027604,-371896997.61071235,test_reduction_only,0,9
cost_total,2025,50,absolute_dif,undiscounted,-463374066.20141697,-463374066.20141697,-426618623.8769716,-500129508.52586234,test_reduction_only,0,9
cost_total,2025,50,baseline,3%,14377476042.059969,14377476042.059969,14382429821.876999,14372522262.242939,test_reduction_only,0,9
cost_total,2025,50,baseline,6%,12617022717.566877,12617022717.566877,12620764813.347963,12613280621.785791,test_reduction_only,0,9
cost_total,2025,50,baseline,undiscounted,16444827441.806425,16444827441.806425,16451269718.955496,16438385164.657354,test_reduction_only,0,9
cost_total,2025,50,intervention,3%,13978494049.37807,13978494049.37807,14005382783.750242,13951605315.005901,test_reduction_only,0,9
cost_total,2025,50,intervention,6%,12272782775.141384,12272782775.141384,12296697734.545517,12248867815.73725,test_reduction_only,0,9
cost_total,2025,50,intervention,undiscounted,15981453375.605007,15981453375.605007,16011766540.780382,15951140210.429634,test_reduction_only,0,9
cost_total,2025,50,percent_change,3%,-2.77496472494855,-2.77496472494855,-2.5544458490764765,-2.995483600820623,test_reduction_only,0,9
cost_total,2025,50,percent_change,6%,-2.7283052005994475,-2.7283052005994475,-2.5099101005173488,-2.946700300681546,test_reduction_only,0,9
cost_total,2025,50,percent_change,undiscounted,-2.817653101473433,-2.817653101473433,-2.59524930044862,-3.0400569024982467,test_reduction_only,0,9
cost_total,2025,75,absolute_dif,3%,-563767023.0025692,-563767023.0025692,-518488998.0312636,-609045047.9738748,test_reduction_only,0,9
cost_total,2025,75,absolute_dif,6%,-486256798.99677277,-486256798.99677277,-446935172.7000745,-525578425.29347104,test_reduction_only,0,9
cost_total,2025,75,absolute_dif,undiscounted,-655010506.653903,-655010506.653903,-602736896.1668402,-707284117.1409658,test_reduction_only,0,9
cost_total,2025,75,baseline,3%,14377476042.059969,14377476042.059969,14382429821.876999,14372522262.242939,test_reduction_only,0,9
cost_total,2025,75,baseline,6%,12617022717.566877,12617022717.566877,12620764813.347963,12613280621.785791,test_reduction_only,0,9
cost_total,2025,75,baseline,undiscounted,16444827441.806425,16444827441.806425,16451269718.955496,16438385164.657354,test_reduction_only,0,9
cost_total,2025,75,intervention,3%,13813709019.0574,13813709019.0574,13854033264.211674,13773384773.903126,test_reduction_only,0,9
cost_total,2025,75,intervention,6%,12130765918.570105,12130765918.570105,12166345449.085718,12095186388.054491,test_reduction_only,0,9
cost_total,2025,75,intervention,undiscounted,15789816935.152523,15789816935.152523,15835648268.490515,15743985601.81453,test_reduction_only,0,9
cost_total,2025,75,percent_change,3%,-3.9210624279074704,-3.9210624279074704,-3.60749011493508,-4.234634740879862,test_reduction_only,0,9
cost_total,2025,75,percent_change,6%,-3.853872144817921,-3.853872144817921,-3.5433598188377884,-4.164384470798053,test_reduction_only,0,9
cost_total,2025,75,percent_change,undiscounted,-3.9829419298153974,-3.9829419298153974,-3.6666295907937148,-4.29925426883708,test_reduction_only,0,9
cost_total,2025,100,absolute_dif,3%,-703040793.9509544,-703040793.9509544,-645546559.1833768,-760535028.7185321,test_reduction_only,0,9
cost_total,2025,100,absolute_dif,6%,-606244743.9982281,-606244743.9982281,-556354237.6200916,-656135250.3763646,test_reduction_only,0,9
cost_total,2025,100,absolute_dif,undiscounted,-817079038.3954954,-817079038.3954954,-750644013.6511261,-883514063.1398647,test_reduction_only,0,9
cost_total,2025,100,baseline,3%,14377476042.059969,14377476042.059969,14382429821.876999,14372522262.242939,test_reduction_only,0,9
cost_total,2025,100,baseline,6%,12617022717.566877,12617022717.566877,12620764813.347963,12613280621.785791,test_reduction_only,0,9
cost_total,2025,100,baseline,undiscounted,16444827441.806425,16444827441.806425,16451269718.955496,16438385164.657354,test_reduction_only,0,9
cost_total,2025,100,intervention,3%,13674435248.109015,13674435248.109015,13726975703.05956,13621894793.158468,test_reduction_only,0,9
cost_total,2025,100,intervention,6%,12010777973.56865,12010777973.56865,12056926384.165699,11964629562.9716,test_reduction_only,0,9
cost_total,2025,100,intervention,undiscounted,15627748403.41093,15627748403.41093,15687741151.00623,15567755655.81563,test_reduction_only,0,9
cost_total,2025,100,percent_change,3%,-4.88972427804053,-4.88972427804053,-4.491518025248327,-5.287930530832733,test_reduction_only,0,9
cost_total,2025,100,percent_change,6%,-4.8048451762717,-4.8048451762717,-4.410848069487589,-5.198842283055811,test_reduction_only,0,9
cost_total,2025,100,percent_change,undiscounted,-4.968433646189899,-4.968433646189899,-4.566392671829566,-5.370474620550232,test_reduction_only,0,9
cost_total_care,2025,0,absolute_dif,3%,0,0,0,0,test_reduction_only,0,9
cost_total_care,2025,0,absolute_dif,6%,0,0,0,0,test_reduction_only,0,9
cost_total_care,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,9
cost_total_care,2025,0,baseline,3%,3690200699.9496994,3690200699.9496994,3712557681.302476,3667843718.596923,test_reduction_only,0,9
cost_total_care,2025,0,baseline,6%,3240995887.0082717,3240995887.0082717,3260846493.410648,3221145280.6058955,test_reduction_only,0,9
cost_total_care,2025,0,baseline,undiscounted,4217490819.1655197,4217490819.1655197,4242769901.3375483,4192211736.9934916,test_reduction_only,0,9
cost_total_care,2025,0,intervention,3%,3690200699.9496994,3690200699.9496994,3712557681.302476,3667843718.596923,test_reduction_only,0,9
cost_total_care,2025,0,intervention,6%,3240995887.0082717,3240995887.0082717,3260846493.410648,3221145280.6058955,test_reduction_only,0,9
cost_total_care,2025,0,intervention,undiscounted,4217490819.1655197,4217490819.1655197,4242769901.3375483,4192211736.9934916,test_reduction_only,0,9
cost_total_care,2025,0,percent_change,3%,0,0,0,0,test_reduction_only,0,9
cost_total_care,2025,0,percent_change,6%,0,0,0,0,test_reduction_only,0,9
cost_total_care,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,9
cost_total_care,2025,25,absolute_dif,3%,13048239.389609337,13048239.389609337,14173143.825743794,11923334.95347488,test_reduction_only,0,9
cost_total_care,2025,25,absolute_dif,6%,10539671.13984108,10539671.13984108,11477728.44335184,9601613.836330319,test_reduction_only,0,9
cost_total_care,2025,25,absolute_dif,undiscounted,16096811.425190449,16096811.425190449,17443856.840356182,14749766.010024713,test_reduction_only,0,9
cost_total_care,2025,25,baseline,3%,3690200699.9496994,3690200699.9496994,3712557681.302476,3667843718.596923,test_reduction_only,0,9
cost_total_care,2025,25,baseline,6%,3240995887.0082717,3240995887.0082717,3260846493.410648,3221145280.6058955,test_reduction_only,0,9
cost_total_care,2025,25,baseline,undiscounted,4217490819.1655197,4217490819.1655197,4242769901.3375483,4192211736.9934916,test_reduction_only,0,9
cost_total_care,2025,25,intervention,3%,3703248939.3393087,3703248939.3393087,3724481016.255951,3682016862.422667,test_reduction_only,0,9
cost_total_care,2025,25,intervention,6%,3251535558.148113,3251535558.148113,3270448107.2469783,3232623009.0492473,test_reduction_only,0,9
cost_total_care,2025,25,intervention,undiscounted,4233587630.5907106,4233587630.5907106,4257519667.3475723,4209655593.8338485,test_reduction_only,0,9
cost_total_care,2025,25,percent_change,3%,0.35381061707923,0.35381061707923,0.38643772621818334,0.3211835079402767,test_reduction_only,0,9
cost_total_care,2025,25,percent_change,6%,0.3254084869644407,0.3254084869644407,0.3563450538844172,0.29447192004446415,test_reduction_only,0,9
cost_total_care,2025,25,percent_change,undiscounted,0.38189529149573487,0.38189529149573487,0.416123819822435,0.3476667631690347,test_reduction_only,0,9
cost_total_care,2025,50,absolute_dif,3%,26914669.48104763,26914669.48104763,29400958.93673303,24428380.02536223,test_reduction_only,0,9
cost_total_care,2025,50,absolute_dif,6%,21712206.831715345,21712206.831715345,23776353.665333785,19648059.998096906,test_reduction_only,0,9
cost_total_care,2025,50,absolute_dif,undiscounted,33243774.850344896,33243774.850344896,36233804.94419986,30253744.756489933,test_reduction_only,0,9
