indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
cost_total,2025,50,absolute_dif,3%,-387116139.8027493,-388481056.5883789,-296082232.70909315,-513135254.453844,test_reduction_only,0,9
cost_total,2025,50,absolute_dif,6%,-334061358.2121241,-335378877.7705641,-255353910.52965704,-443063144.55870897,test_reduction_only,0,9
cost_total,2025,50,absolute_dif,undiscounted,-449520945.1837277,-451121164.50696754,-343998208.22791046,-595518916.1838635,test_reduction_only,0,9
cost_total,2025,50,baseline,3%,14501286324.681828,14522151202.016804,14979294502.11346,13766893254.41396,test_reduction_only,0,9
cost_total,2025,50,baseline,6%,12725205008.441628,12744074848.68441,13143783696.851805,12084055605.744516,test_reduction_only,0,9
cost_total,2025,50,baseline,undiscounted,16587031125.388449,16610221233.576254,17134903187.34202,15742825638.526276,test_reduction_only,0,9
cost_total,2025,50,intervention,3%,14114170184.879078,14138003414.202562,14500162554.893772,13437136334.24244,test_reduction_only,0,9
cost_total,2025,50,intervention,6%,12391143650.229502,12411380916.965118,12728030630.875433,11799937311.659676,test_reduction_only,0,9
cost_total,2025,50,intervention,undiscounted,16137510180.204721,16165667920.150797,16581490492.971476,15359369462.237095,test_reduction_only,0,9
cost_total,2025,50,percent_change,3%,-2.6670565384248355,-2.6692200734151124,-2.0682791491580077,-3.5167721871330335,test_reduction_only,0,9
cost_total,2025,50,percent_change,6%,-2.6227359114034416,-2.624919833295971,-2.032452666112661,-3.4584472433431825,test_reduction_only,0,9
cost_total,2025,50,percent_change,undiscounted,-2.7075911455098356,-2.709775011318685,-2.1011727850358284,-3.5701177314906,test_reduction_only,0,9
cost_total_care,2025,50,absolute_dif,3%,25005933.330398925,24881138.640452385,29892922.811724186,19699915.61725415,test_reduction_only,0,9
cost_total_care,2025,50,absolute_dif,6%,20132510.482846856,20022182.506506205,24162941.559515,15817792.059637643,test_reduction_only,0,9
cost_total_care,2025,50,absolute_dif,undiscounted,30940999.11306634,30803661.120570898,36855873.96405792,24435522.71196395,test_reduction_only,0,9
cost_total_care,2025,50,baseline,3%,3735418904.1081467,3738639764.6431656,3850398495.743851,3544301730.3734164,test_reduction_only,0,9
cost_total_care,2025,50,baseline,6%,3280815831.172787,3283788875.488368,3381591853.9121547,3112809194.128151,test_reduction_only,0,9
cost_total_care,2025,50,baseline,undiscounted,4269040238.8372545,4272281351.86304,4400726465.134233,4050787530.2458296,test_reduction_only,0,9
cost_total_care,2025,50,intervention,3%,3760424837.4385457,3764147606.4065304,3873270088.8955574,3568376199.0288568,test_reduction_only,0,9
cost_total_care,2025,50,intervention,6%,3300948341.6556344,3304126733.42869,3399963035.3405657,3132226735.3577175,test_reduction_only,0,9
cost_total_care,2025,50,intervention,undiscounted,4299981237.950321,4304574387.156568,4429089981.008542,4080529183.36144,test_reduction_only,0,9
cost_total_care,2025,50,percent_change,3%,0.6694034311469508,0.6692265574856198,0.7981748959872258,0.531844599507271,test_reduction_only,0,9
cost_total_care,2025,50,percent_change,6%,0.6136268131147418,0.613798368063617,0.7346556895126949,0.4865749805278566,test_reduction_only,0,9
cost_total_care,2025,50,percent_change,undiscounted,0.7247443468634726,0.7243877539274128,0.8609929710424957,0.5768192906074419,test_reduction_only,0,9
cost_total_testing,2025,50,absolute_dif,3%,-282305877.0740085,-281876901.54874647,-203376912.2031111,-392813076.8638574,test_reduction_only,0,9
cost_total_testing,2025,50,absolute_dif,6%,-244399028.92880547,-244094197.76006183,-176263671.80795085,-339778840.89631474,test_reduction_only,0,9
cost_total_testing,2025,50,absolute_dif,undiscounted,-326921497.42753434,-326364281.0424732,-235279859.65906772,-455246365.2397874,test_reduction_only,0,9
cost_total_testing,2025,50,baseline,3%,676235599.7853023,679429535.0715573,846645562.6086241,560212328.518243,test_reduction_only,0,9
cost_total_testing,2025,50,baseline,6%,591858317.8410441,594668917.2298114,740911041.7825073,490369244.0642178,test_reduction_only,0,9
cost_total_testing,2025,50,baseline,undiscounted,775492973.8644177,779136502.316474,971036124.5371562,642365477.1498617,test_reduction_only,0,9
cost_total_testing,2025,50,intervention,3%,393929722.71129376,392622366.36263514,454748741.5532194,353585478.69979346,test_reduction_only,0,9
cost_total_testing,2025,50,intervention,6%,347459288.9122386,346330679.78694177,401882116.76649314,311285866.1325475,test_reduction_only,0,9
cost_total_testing,2025,50,intervention,undiscounted,448571476.4368834,447105847.31826466,516726833.6479691,403045922.58809316,test_reduction_only,0,9
cost_total_testing,2025,50,percent_change,3%,-41.50555901679761,-41.77815023964243,-36.46167434293478,-47.0609764172352,test_reduction_only,0,9
cost_total_testing,2025,50,percent_change,6%,-41.05668195731571,-41.327180814623034,-36.096915071151116,-46.511981504553006,test_reduction_only,0,9
cost_total_testing,2025,50,percent_change,undiscounted,-41.911553887829825,-42.18605385325265,-36.791079787586135,-47.55805516834427,test_reduction_only,0,9
cost_total_treatment,2025,50,absolute_dif,3%,-129816196.05913965,-130533538.98674297,-106875847.58039695,-149724168.1392762,test_reduction_only,0,9
cost_total_treatment,2025,50,absolute_dif,6%,-109794839.76616542,-110470699.73912811,-90099169.90201238,-127007251.11262627,test_reduction_only,0,9
cost_total_treatment,2025,50,absolute_dif,undiscounted,-153540446.8692597,-154391873.26049042,-126362720.64556737,-176658184.1065854,test_reduction_only,0,9
cost_total_treatment,2025,50,baseline,3%,10089631820.788378,10106189773.967758,10367743662.53677,9601154922.360126,test_reduction_only,0,9
cost_total_treatment,2025,50,baseline,6%,8852530859.427795,8867129809.918453,9094652159.440989,8426470613.249484,test_reduction_only,0,9
cost_total_treatment,2025,50,baseline,undiscounted,11542497912.686777,11561510631.154926,11863247429.205538,10980514611.008331,test_reduction_only,0,9
cost_total_treatment,2025,50,intervention,3%,9959815624.729239,9976036206.106606,10222624523.703821,9497471120.782963,test_reduction_only,0,9
cost_total_treatment,2025,50,intervention,6%,8742736019.66163,8756869029.826574,8971191563.701939,8340182896.687045,test_reduction_only,0,9
cost_total_treatment,2025,50,intervention,undiscounted,11388957465.817518,11408095555.83234,11691951222.431808,10856096468.665297,test_reduction_only,0,9
cost_total_treatment,2025,50,percent_change,3%,-1.2857909708195683,-1.295242221814998,-1.0873001519791259,-1.470228088727852,test_reduction_only,0,9
