indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
AIDS_Mortality,2025,0,absolute_dif,undiscounted,0.0013366886607946494,0.0013202283928446246,0.0024323750739397953,2.527834260054277e-4,test_reduction_only,0,50
AIDS_Mortality,2025,0,annual_absolute_dif,undiscounted,0.0013366886607946388,0.0013202283928445972,0.002432375073939785,2.527834260054156e-4,test_reduction_only,0,50
AIDS_Mortality,2025,0,annual_percent_change,undiscounted,26.337748330379565,26.57981598690418,46.58571520159562,5.32607160790835,test_reduction_only,0,50
AIDS_Mortality,2025,0,baseline,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,test_reduction_only,0,50
AIDS_Mortality,2025,0,intervention,undiscounted,0.2627052567354601,0.26478333988761105,0.27390312003638184,0.24986343947466616,test_reduction_only,0,50
AIDS_Mortality,2025,0,percent_change,undiscounted,0.5052313447974547,0.5092451043061068,0.8954828251386365,0.10114821827586189,test_reduction_only,0,50
AIDS_Mortality,2025,25,absolute_dif,undiscounted,0.01611694920169724,0.016205493498864992,0.018438786790080118,0.012833083656363162,test_reduction_only,0,50
AIDS_Mortality,2025,25,annual_absolute_dif,undiscounted,0.01611694920169723,0.016205493498864968,0.018438786790080108,0.012833083656363148,test_reduction_only,0,50
AIDS_Mortality,2025,25,annual_percent_change,undiscounted,316.9422907000733,312.69423773227015,357.7662097328723,262.2976405894732,test_reduction_only,0,50
AIDS_Mortality,2025,25,baseline,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,test_reduction_only,0,50
AIDS_Mortality,2025,25,intervention,undiscounted,0.27748551727636267,0.27955524421199607,0.2881897722310471,0.2630946486992852,test_reduction_only,0,50
AIDS_Mortality,2025,25,percent_change,undiscounted,6.155691581711971,6.070216651550632,6.942158782330496,5.09605131476062,test_reduction_only,0,50
AIDS_Mortality,2025,50,absolute_dif,undiscounted,0.03749000760916838,0.03654760256040973,0.043847169870066094,0.03104350642676955,test_reduction_only,0,50
AIDS_Mortality,2025,50,annual_absolute_dif,undiscounted,0.037490007609168374,0.03654760256040973,0.04384716987006608,0.03104350642676955,test_reduction_only,0,50
AIDS_Mortality,2025,50,annual_percent_change,undiscounted,738.2803076738722,736.8920423124673,851.432802156688,634.9586975235906,test_reduction_only,0,50
AIDS_Mortality,2025,50,baseline,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,test_reduction_only,0,50
AIDS_Mortality,2025,50,intervention,undiscounted,0.2988585756838338,0.29988920458620594,0.31008202937568513,0.28207608469516854,test_reduction_only,0,50
AIDS_Mortality,2025,50,percent_change,undiscounted,14.334402816858033,14.312425339347183,16.567681393220294,12.32865944989512,test_reduction_only,0,50
AIDS_Mortality,2025,75,absolute_dif,undiscounted,0.06778361365419898,0.06727887464380736,0.07996053876842872,0.05822259701178766,test_reduction_only,0,50
AIDS_Mortality,2025,75,annual_absolute_dif,undiscounted,0.06778361365419897,0.06727887464380733,0.07996053876842871,0.05822259701178766,test_reduction_only,0,50
AIDS_Mortality,2025,75,annual_percent_change,undiscounted,1336.7570829626798,1348.0220919285514,1554.1826719648468,1142.6800155986648,test_reduction_only,0,50
AIDS_Mortality,2025,75,baseline,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,test_reduction_only,0,50
AIDS_Mortality,2025,75,intervention,undiscounted,0.3291521817288644,0.3301598767370706,0.34619539827404777,0.31000363333142134,test_reduction_only,0,50
AIDS_Mortality,2025,75,percent_change,undiscounted,25.936063804706286,26.175478034469414,30.22496323411775,22.15758246416381,test_reduction_only,0,50
AIDS_Mortality,2025,100,absolute_dif,undiscounted,0.10659051252636564,0.10703500113348158,0.1252797251271023,0.09289359616467416,test_reduction_only,0,50
AIDS_Mortality,2025,100,annual_absolute_dif,undiscounted,0.10659051252636564,0.10703500113348158,0.1252797251271023,0.09289359616467414,test_reduction_only,0,50
AIDS_Mortality,2025,100,annual_percent_change,undiscounted,2104.03986493985,2092.5599337418835,2437.7200067557737,1782.6853619250605,test_reduction_only,0,50
AIDS_Mortality,2025,100,baseline,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,test_reduction_only,0,50
AIDS_Mortality,2025,100,intervention,undiscounted,0.3679590806010311,0.36664092970637563,0.3915145846327214,0.34740543037424637,test_reduction_only,0,50
AIDS_Mortality,2025,100,percent_change,undiscounted,40.799783633638704,40.58171523773697,47.401643679992716,34.55227361825245,test_reduction_only,0,50
Circumcised15to49,2025,0,absolute_dif,undiscounted,-17.5330072,-17.5306315,-17.520492125000004,-17.543675699999998,test_reduction_only,0,50
Circumcised15to49,2025,0,annual_absolute_dif,undiscounted,-17.5330072,-17.5306315,-17.520492125,-17.5436757,test_reduction_only,0,50
Circumcised15to49,2025,0,annual_percent_change,undiscounted,-1963.9234088072947,-1963.7618995278071,-1963.143210025964,-1964.7482385579742,test_reduction_only,0,50
Circumcised15to49,2025,0,baseline,undiscounted,44.0568268,44.057190500000004,44.06985602499999,44.040161475000005,test_reduction_only,0,50
Circumcised15to49,2025,0,intervention,undiscounted,26.5238196,26.5244915,26.530501424999997,26.519226324999998,test_reduction_only,0,50
Circumcised15to49,2025,0,percent_change,undiscounted,-39.79634431413916,-39.794180134777896,-39.78090023122826,-39.81050473379763,test_reduction_only,0,50
