indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
AIDS_Mortality,2025,0,absolute_dif,undiscounted,-0.004321630534963308,-0.004148482022027389,-0.003474083838155887,-0.006319531119298279,art_improvement,0.07,50
AIDS_Mortality,2025,0,annual_absolute_dif,undiscounted,-0.004321630534963323,-0.00414848202202742,-0.003474083838155891,-0.0063195311192982976,art_improvement,0.07,50
AIDS_Mortality,2025,0,annual_percent_change,undiscounted,-84.49827384504283,-80.48360436209887,-71.17053084043802,-122.15575057562245,art_improvement,0.07,50
AIDS_Mortality,2025,0,baseline,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,art_improvement,0.07,50
AIDS_Mortality,2025,0,intervention,undiscounted,0.25704693753970215,0.25803252389876963,0.26698206564633303,0.2461318987896135,art_improvement,0.07,50
AIDS_Mortality,2025,0,percent_change,undiscounted,-1.6491924509075837,-1.5729067438219846,-1.3887901084271332,-2.3819013675800953,art_improvement,0.07,50
Circumcised15to49,2025,0,absolute_dif,undiscounted,-17.535214200000002,-17.533102,-17.522928025000002,-17.545998149999996,art_improvement,0.07,50
Circumcised15to49,2025,0,annual_absolute_dif,undiscounted,-17.5352142,-17.533102,-17.522928025,-17.54599815,art_improvement,0.07,50
Circumcised15to49,2025,0,annual_percent_change,undiscounted,-1964.1728402989431,-1964.0255786043722,-1963.4185479330195,-1965.015912992017,art_improvement,0.07,50
Circumcised15to49,2025,0,baseline,undiscounted,44.0568268,44.057190500000004,44.06985602499999,44.040161475000005,art_improvement,0.07,50
Circumcised15to49,2025,0,intervention,undiscounted,26.5216126,26.522175,26.528014674999998,26.516903375000002,art_improvement,0.07,50
Circumcised15to49,2025,0,percent_change,undiscounted,-39.80135378349752,-39.79947623264795,-39.786430967840275,-39.81527382555243,art_improvement,0.07,50
elimination_year,2025,0,absolute_dif,NA,Inf,31,Inf,4.675000000000001,art_improvement,0.07,50
elimination_year,2025,0,annual_absolute_dif,NA,2021,2021,2021,2021,art_improvement,0.07,50
elimination_year,2025,0,annual_percent_change,NA,2021,2021,2021,2021,art_improvement,0.07,50
elimination_year,2025,0,baseline,NA,2055,2055,2057.775,2052,art_improvement,0.07,50
elimination_year,2025,0,intervention,NA,Inf,2086,Inf,2056.675,art_improvement,0.07,50
elimination_year,2025,0,percent_change,NA,Inf,1.5088474924010358,Inf,0.22782651072124754,art_improvement,0.07,50
FemalesOver15,2025,0,absolute_dif,undiscounted,852370,840200,974780,775280,art_improvement,0.07,50
FemalesOver15,2025,0,annual_absolute_dif,undiscounted,852370,840200,974780,775280,art_improvement,0.07,50
FemalesOver15,2025,0,annual_percent_change,undiscounted,2.766628857744347,2.7262348974691037,3.163154813008232,2.515596562042219,art_improvement,0.07,50
FemalesOver15,2025,0,baseline,undiscounted,1475307280,1475277300,1477926610,1472284505,art_improvement,0.07,50
FemalesOver15,2025,0,intervention,undiscounted,1476159650,1476196800,1478713597.5,1473095785,art_improvement,0.07,50
FemalesOver15,2025,0,percent_change,undiscounted,0.0577761570613104,0.05694098873091394,0.06607120943520933,0.052539717536883274,art_improvement,0.07,50
FSWonPrEP,2025,0,absolute_dif,undiscounted,-109480.84000000008,-113218.69999999995,-85105.3875,-123279.50000000028,art_improvement,0.07,50
FSWonPrEP,2025,0,annual_absolute_dif,undiscounted,-109480.84000000001,-113218.70000000001,-85105.3875,-123279.49999999999,art_improvement,0.07,50
FSWonPrEP,2025,0,annual_percent_change,undiscounted,-217.87189466101293,-224.0583668208714,-172.17527305122564,-244.04696727127663,art_improvement,0.07,50
FSWonPrEP,2025,0,baseline,undiscounted,2342985.39,2349027.55,2369360.5925000003,2308993.8075,art_improvement,0.07,50
FSWonPrEP,2025,0,intervention,undiscounted,2233504.55,2239259.1500000004,2280517.3475,2195387.78,art_improvement,0.07,50
FSWonPrEP,2025,0,percent_change,undiscounted,-4.67518076978316,-4.821329392974015,-3.5983646263548157,-5.305571968290087,art_improvement,0.07,50
MalesOver15,2025,0,absolute_dif,undiscounted,-66860,-71500,43927.50000000002,-170532.5,art_improvement,0.07,50
MalesOver15,2025,0,annual_absolute_dif,undiscounted,-66860,-71500,43927.50000000002,-170532.5,art_improvement,0.07,50
MalesOver15,2025,0,annual_percent_change,undiscounted,-0.19692868284911924,-0.209588068334077,0.17760580523594716,-0.5507227244023734,art_improvement,0.07,50
MalesOver15,2025,0,baseline,undiscounted,1380108000,1380439650,1382576567.5,1377563540,art_improvement,0.07,50
MalesOver15,2025,0,intervention,undiscounted,1380041140,1380369450,1382604250,1377508732.5,art_improvement,0.07,50
MalesOver15,2025,0,percent_change,undiscounted,-0.00484695234415457,-0.005180525698749992,0.003176614107040283,-0.01236925191296463,art_improvement,0.07,50
MenOnPrEP,2025,0,absolute_dif,undiscounted,-21951470.64590849,-22018649.86197792,-20714438.859788444,-23078739.31358774,art_improvement,0.07,50
MenOnPrEP,2025,0,annual_absolute_dif,undiscounted,-21951470.64590849,-22018649.86197792,-20714438.859788444,-23078739.31358774,art_improvement,0.07,50
MenOnPrEP,2025,0,annual_percent_change,undiscounted,-4949.722456847356,-4949.678005168114,-4949.496445241591,-4949.906713689656,art_improvement,0.07,50
MenOnPrEP,2025,0,baseline,undiscounted,22312911.8,22383434.5,23452498.525,21057907.45,art_improvement,0.07,50
MenOnPrEP,2025,0,intervention,undiscounted,361441.1540915084,364189.6809708583,377756.5828832192,343468.59021155495,art_improvement,0.07,50
MenOnPrEP,2025,0,percent_change,undiscounted,-98.37953134976594,-98.37290547479932,-98.36071703961193,-98.42223687961122,art_improvement,0.07,50
MMC10to14,2025,0,absolute_dif,undiscounted,-12379186.6,-12379143,-12343743.100000001,-12401638.9,art_improvement,0.07,50
MMC10to14,2025,0,annual_absolute_dif,undiscounted,-12379186.6,-12379143,-12343743.100000001,-12401638.9,art_improvement,0.07,50
MMC10to14,2025,0,annual_percent_change,undiscounted,-5100,-5100,-5100,-5100,art_improvement,0.07,50
MMC10to14,2025,0,baseline,undiscounted,12379186.6,12379143,12401638.9,12343743.100000001,art_improvement,0.07,50
MMC10to14,2025,0,intervention,undiscounted,0,0,0,0,art_improvement,0.07,50
MMC10to14,2025,0,percent_change,undiscounted,-100,-100,-100,-100,art_improvement,0.07,50
MMC15to19,2025,0,absolute_dif,undiscounted,-2027523.84,-2027848.9,-2021651.6600000001,-2031388.3975,art_improvement,0.07,50
MMC15to19,2025,0,annual_absolute_dif,undiscounted,-2027523.84,-2027848.9,-2021651.6600000001,-2031388.3975,art_improvement,0.07,50
MMC15to19,2025,0,annual_percent_change,undiscounted,-5100,-5100,-5100,-5100,art_improvement,0.07,50
