indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
AIDS_Mortality,2025,0,absolute_dif,undiscounted,-0.00853637080053803,-0.008781569661777705,-0.005912339165811634,-0.011592268265517345,art_improvement,0.14,50
AIDS_Mortality,2025,0,annual_absolute_dif,undiscounted,-0.008536370800538035,-0.008781569661777709,-0.005912339165811627,-0.01159226826551735,art_improvement,0.14,50
AIDS_Mortality,2025,0,annual_percent_change,undiscounted,-166.95148409124832,-171.06049171579983,-121.60938316758387,-222.5310705146137,art_improvement,0.14,50
AIDS_Mortality,2025,0,baseline,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,art_improvement,0.14,50
AIDS_Mortality,2025,0,intervention,undiscounted,0.2528321972741274,0.2532832870021564,0.26142949044412367,0.2436983168828491,art_improvement,0.14,50
AIDS_Mortality,2025,0,percent_change,undiscounted,-3.251789154954445,-3.3311035245499774,-2.368470405807346,-4.335309196387142,art_improvement,0.14,50
Circumcised15to49,2025,0,absolute_dif,undiscounted,-17.534292500000003,-17.532506500000004,-17.5220176,-17.54511235,art_improvement,0.14,50
Circumcised15to49,2025,0,annual_absolute_dif,undiscounted,-17.5342925,-17.5325065,-17.5220176,-17.54511235,art_improvement,0.14,50
Circumcised15to49,2025,0,annual_percent_change,undiscounted,-1964.067375293262,-1963.9316074683907,-1963.3187317763861,-1964.8977986249347,art_improvement,0.14,50
Circumcised15to49,2025,0,baseline,undiscounted,44.0568268,44.057190500000004,44.06985602499999,44.040161475000005,art_improvement,0.14,50
Circumcised15to49,2025,0,intervention,undiscounted,26.5225343,26.52288,26.5285494,26.51792045,art_improvement,0.14,50
Circumcised15to49,2025,0,percent_change,undiscounted,-39.79926171037854,-39.797621531054496,-39.78445873296127,-39.81245149082804,art_improvement,0.14,50
elimination_year,2025,0,absolute_dif,NA,0.4,0,9.55,-7.55,art_improvement,0.14,50
elimination_year,2025,0,annual_absolute_dif,NA,2021,2021,2021,2021,art_improvement,0.14,50
elimination_year,2025,0,annual_percent_change,NA,2021,2021,2021,2021,art_improvement,0.14,50
elimination_year,2025,0,baseline,NA,2055,2055,2057.775,2052,art_improvement,0.14,50
elimination_year,2025,0,intervention,NA,2055.4,2055,2066.775,2044.45,art_improvement,0.14,50
elimination_year,2025,0,percent_change,NA,0.019242114422278907,0,0.46422583200930906,-0.36793372319688106,art_improvement,0.14,50
FemalesOver15,2025,0,absolute_dif,undiscounted,1528450,1552300,1716697.5,1316982.5,art_improvement,0.14,50
FemalesOver15,2025,0,annual_absolute_dif,undiscounted,1528450,1552300,1716697.5,1316982.5,art_improvement,0.14,50
FemalesOver15,2025,0,annual_percent_change,undiscounted,4.977793012022962,5.04978360375021,5.586088518975408,4.291955367237963,art_improvement,0.14,50
FemalesOver15,2025,0,baseline,undiscounted,1475307280,1475277300,1477926610,1472284505,art_improvement,0.14,50
FemalesOver15,2025,0,intervention,undiscounted,1476835730,1476860850,1479280695,1473746847.5,art_improvement,0.14,50
FemalesOver15,2025,0,percent_change,undiscounted,0.10360429966430615,0.10514593785180104,0.11637925199707724,0.08914653445217058,art_improvement,0.14,50
FSWonPrEP,2025,0,absolute_dif,undiscounted,-44336.18000000003,-48847.69999999995,-25938.457499999764,-55133.84249999997,art_improvement,0.14,50
FSWonPrEP,2025,0,annual_absolute_dif,undiscounted,-44336.18,-48847.70000000001,-25938.457500000008,-55133.842500000006,art_improvement,0.14,50
FSWonPrEP,2025,0,annual_percent_change,undiscounted,-84.7401360901665,-94.13531864460381,-50.13181965524698,-104.94482917667492,art_improvement,0.14,50
FSWonPrEP,2025,0,baseline,undiscounted,2342985.39,2349027.55,2369360.5925000003,2308993.8075,art_improvement,0.14,50
FSWonPrEP,2025,0,intervention,undiscounted,2298649.21,2302526.7,2339684.2775,2266972.9175,art_improvement,0.14,50
