indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
cost_total,2025,75,absolute_dif,3%,-553169351.9913688,-554449011.1884947,-431841198.0241913,-719109620.3644019,test_reduction_only,0,9
cost_total,2025,75,absolute_dif,6%,-477126590.33676636,-478306188.1707382,-372103727.04407924,-620756888.2180642,test_reduction_only,0,9
cost_total,2025,75,absolute_dif,undiscounted,-642684363.0725282,-644064549.1392527,-502162966.7106923,-834831156.8003696,test_reduction_only,0,9
cost_total,2025,75,baseline,3%,14501286324.681828,14522151202.016804,14979294502.11346,13766893254.41396,test_reduction_only,0,9
cost_total,2025,75,baseline,6%,12725205008.441628,12744074848.68441,13143783696.851805,12084055605.744516,test_reduction_only,0,9
cost_total,2025,75,baseline,undiscounted,16587031125.388449,16610221233.576254,17134903187.34202,15742825638.526276,test_reduction_only,0,9
cost_total,2025,75,intervention,3%,13948116972.690458,13971824441.615032,14315771174.789516,13291282126.12311,test_reduction_only,0,9
cost_total,2025,75,intervention,6%,12248078418.10486,12268421544.387938,12569121842.644453,11674280110.691525,test_reduction_only,0,9
cost_total,2025,75,intervention,undiscounted,15944346762.315922,15971935292.915945,16367448743.111286,15189688086.364603,test_reduction_only,0,9
cost_total,2025,75,percent_change,3%,-3.8112787100688923,-3.8159115939045805,-3.0187497653005275,-4.892318285142439,test_reduction_only,0,9
cost_total,2025,75,percent_change,6%,-3.746138002293563,-3.751520934855326,-2.9641225335319636,-4.810683446338644,test_reduction_only,0,9
cost_total,2025,75,percent_change,undiscounted,-3.8712599372229253,-3.875497833216061,-3.069239954267578,-4.967474272529215,test_reduction_only,0,9
cost_total_care,2025,75,absolute_dif,3%,38865972.318213396,38705242.61709595,45934406.96172006,31195634.517513946,test_reduction_only,0,9
cost_total_care,2025,75,absolute_dif,6%,31251876.13302679,31100679.708472013,37014719.11833986,25098006.050249543,test_reduction_only,0,9
cost_total_care,2025,75,absolute_dif,undiscounted,48148431.36879975,47994647.53384256,56725721.947117254,38626386.767746925,test_reduction_only,0,9
cost_total_care,2025,75,baseline,3%,3735418904.1081467,3738639764.6431656,3850398495.743851,3544301730.3734164,test_reduction_only,0,9
cost_total_care,2025,75,baseline,6%,3280815831.172787,3283788875.488368,3381591853.9121547,3112809194.128151,test_reduction_only,0,9
cost_total_care,2025,75,baseline,undiscounted,4269040238.8372545,4272281351.86304,4400726465.134233,4050787530.2458296,test_reduction_only,0,9
cost_total_care,2025,75,intervention,3%,3774284876.42636,3778808842.932309,3886602993.364159,3580912147.219361,test_reduction_only,0,9
cost_total_care,2025,75,intervention,6%,3312067707.3058143,3315751679.352527,3410634665.544336,3142305394.6651654,test_reduction_only,0,9
cost_total_care,2025,75,intervention,undiscounted,4317188670.206055,4322495996.144633,4445684154.522228,4096063471.332986,test_reduction_only,0,9
cost_total_care,2025,75,percent_change,3%,1.0404135478362662,1.0405729526905292,1.2226150277202796,0.8392876532728225,test_reduction_only,0,9
cost_total_care,2025,75,percent_change,6%,0.952519967389829,0.9504864772420494,1.1235902141176224,0.7654312959951477,test_reduction_only,0,9
cost_total_care,2025,75,percent_change,undiscounted,1.1277796186197457,1.1293934067850295,1.3225054841583619,0.9123237840850668,test_reduction_only,0,9
cost_total_testing,2025,75,absolute_dif,3%,-387030058.9751824,-388619723.45508194,-285320803.9739003,-529013959.8461294,test_reduction_only,0,9
