indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
AIDS_Mortality,2025,0,absolute_dif,undiscounted,-5.317312400587859e-4,-4.7820730594816396e-4,4.1880042690573417e-4,-0.0020430839956015598,art_improvement,0.025,50
AIDS_Mortality,2025,0,annual_absolute_dif,undiscounted,-5.317312400587913e-4,-4.782073059481995e-4,4.18800426905732e-4,-0.002043083995601565,art_improvement,0.025,50
AIDS_Mortality,2025,0,annual_percent_change,undiscounted,-10.271755180364242,-9.011033721183399,8.460952903577756,-39.70468032524769,art_improvement,0.025,50
AIDS_Mortality,2025,0,baseline,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,art_improvement,0.025,50
AIDS_Mortality,2025,0,intervention,undiscounted,0.2608368368346066,0.2622694667387021,0.2718895453893478,0.24836779043421336,art_improvement,0.025,50
AIDS_Mortality,2025,0,percent_change,undiscounted,-0.20764811713592293,-0.18360201444048732,0.1541062767968291,-0.7755156686546398,art_improvement,0.025,50
Circumcised15to49,2025,0,absolute_dif,undiscounted,-17.5356072,-17.533213500000002,-17.523243825,-17.546364399999998,art_improvement,0.025,50
Circumcised15to49,2025,0,annual_absolute_dif,undiscounted,-17.5356072,-17.533213500000002,-17.523243825,-17.5463644,art_improvement,0.025,50
Circumcised15to49,2025,0,annual_percent_change,undiscounted,-1964.2189853152554,-1964.0607699476755,-1963.456326695056,-1965.0726556709194,art_improvement,0.025,50
Circumcised15to49,2025,0,baseline,undiscounted,44.0568268,44.057190500000004,44.06985602499999,44.040161475000005,art_improvement,0.025,50
Circumcised15to49,2025,0,intervention,undiscounted,26.5212196,26.521956,26.527969275,26.516460225000003,art_improvement,0.025,50
Circumcised15to49,2025,0,percent_change,undiscounted,-39.80224580918926,-39.800141399290226,-39.78712375358158,-39.81708312422522,art_improvement,0.025,50
elimination_year,2025,0,absolute_dif,NA,Inf,Inf,Inf,21.8,art_improvement,0.025,50
elimination_year,2025,0,annual_absolute_dif,NA,2021,2021,2021,2021,art_improvement,0.025,50
elimination_year,2025,0,annual_percent_change,NA,2021,2021,2021,2021,art_improvement,0.025,50
elimination_year,2025,0,baseline,NA,2055,2055,2057.775,2052,art_improvement,0.025,50
elimination_year,2025,0,intervention,NA,Inf,Inf,Inf,2073.7999999999997,art_improvement,0.025,50
elimination_year,2025,0,percent_change,NA,Inf,Inf,Inf,1.0623781676413255,art_improvement,0.025,50
FemalesOver15,2025,0,absolute_dif,undiscounted,217500,213300,359857.5,117707.5,art_improvement,0.025,50
FemalesOver15,2025,0,annual_absolute_dif,undiscounted,217500,213300,359857.5,117707.5,art_improvement,0.025,50
FemalesOver15,2025,0,annual_percent_change,undiscounted,0.7016052921876722,0.6878156177968713,1.1515871581417618,0.38771329433592466,art_improvement,0.025,50
FemalesOver15,2025,0,baseline,undiscounted,1475307280,1475277300,1477926610,1472284505,art_improvement,0.025,50
