indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
AIDS_Mortality,2025,0,absolute_dif,undiscounted,-8.258630559404568e-6,0,0,-6.400438683538539e-5,test_reduction_only,0,50
AIDS_Mortality,2025,0,annual_absolute_dif,undiscounted,-8.258630559408124e-6,0,0,-6.400438683541295e-5,test_reduction_only,0,50
AIDS_Mortality,2025,0,annual_percent_change,undiscounted,-0.1592119211111613,0,0,-1.2338923886115,test_reduction_only,0,50
AIDS_Mortality,2025,0,baseline,undiscounted,0.26205919556994733,0.26420732621314147,0.2726884996451556,0.2496268274655635,test_reduction_only,0,50
AIDS_Mortality,2025,0,intervention,undiscounted,0.2620509369393879,0.2641660330603444,0.2726884996451556,0.2496268274655635,test_reduction_only,0,50
AIDS_Mortality,2025,0,percent_change,undiscounted,-0.0031007726060572702,0,0,-0.024030987696943843,test_reduction_only,0,50
Circumcised15to49,2025,0,absolute_dif,undiscounted,-1.0710000000031527e-4,0,0,-8.300250000024433e-4,test_reduction_only,0,50
Circumcised15to49,2025,0,annual_absolute_dif,undiscounted,-1.070999999999933e-4,0,0,-8.30024999999948e-4,test_reduction_only,0,50
Circumcised15to49,2025,0,annual_percent_change,undiscounted,-0.012304486710738282,0,0,-0.09535977200822168,test_reduction_only,0,50
Circumcised15to49,2025,0,baseline,undiscounted,44.0311948,44.030583,44.047382075,44.01235475,test_reduction_only,0,50
Circumcised15to49,2025,0,intervention,undiscounted,44.0310877,44.030583,44.047382075,44.01235475,test_reduction_only,0,50
Circumcised15to49,2025,0,percent_change,undiscounted,-2.4320094406545252e-4,0,0,-0.0018848073165072569,test_reduction_only,0,50
elimination_year,2025,0,absolute_dif,NA,0,0,0,0,test_reduction_only,0,50
elimination_year,2025,0,annual_absolute_dif,NA,2021,2021,2021,2021,test_reduction_only,0,50
elimination_year,2025,0,annual_percent_change,NA,2021,2021,2021,2021,test_reduction_only,0,50
elimination_year,2025,0,baseline,NA,2071.1,2071,2082.55,2059.225,test_reduction_only,0,50
elimination_year,2025,0,intervention,NA,2071.1,2071,2082.55,2059.225,test_reduction_only,0,50
elimination_year,2025,0,percent_change,NA,0,0,0,0,test_reduction_only,0,50
FemalesOver15,2025,0,absolute_dif,undiscounted,1710,0,13252.500000000005,0,test_reduction_only,0,50
FemalesOver15,2025,0,annual_absolute_dif,undiscounted,1710,0,13252.500000000005,0,test_reduction_only,0,50
FemalesOver15,2025,0,annual_percent_change,undiscounted,0.005276545207065128,0,0.04089322535475476,0,test_reduction_only,0,50
FemalesOver15,2025,0,baseline,undiscounted,1475280460,1475282150,1477946442.5,1472251595,test_reduction_only,0,50
FemalesOver15,2025,0,intervention,undiscounted,1475282170,1475290700,1477946442.5,1472251595,test_reduction_only,0,50
FemalesOver15,2025,0,percent_change,undiscounted,1.1590488126968306e-4,0,8.982628298400442e-4,0,test_reduction_only,0,50
FSWonPrEP,2025,0,absolute_dif,undiscounted,-119.03971051825575,0,0,-922.5577565164818,test_reduction_only,0,50
FSWonPrEP,2025,0,annual_absolute_dif,undiscounted,-119.03971051825513,0,0,-922.5577565164772,test_reduction_only,0,50
FSWonPrEP,2025,0,annual_percent_change,undiscounted,-364.7251617495986,0,0,-2826.620003559389,test_reduction_only,0,50
FSWonPrEP,2025,0,baseline,undiscounted,7837.626247824104,4025.564260590599,33652.4723718919,3868.975350323467,test_reduction_only,0,50
FSWonPrEP,2025,0,intervention,undiscounted,7718.586537305849,4025.564260590599,32729.914615375415,3868.975350323467,test_reduction_only,0,50
FSWonPrEP,2025,0,percent_change,undiscounted,-0.28208158056311045,0,0,-2.186132249364106,test_reduction_only,0,50
MalesOver15,2025,0,absolute_dif,undiscounted,820,0,6355.000000000003,0,test_reduction_only,0,50
MalesOver15,2025,0,annual_absolute_dif,undiscounted,820,0,6355.000000000003,0,test_reduction_only,0,50
MalesOver15,2025,0,annual_percent_change,undiscounted,0.0024630608087935738,0,0.019088721268150206,0,test_reduction_only,0,50
MalesOver15,2025,0,baseline,undiscounted,1379657170,1380001800,1382288247.5,1377119720,test_reduction_only,0,50
MalesOver15,2025,0,intervention,undiscounted,1379657990,1380001800,1382288247.5,1377119720,test_reduction_only,0,50
MalesOver15,2025,0,percent_change,undiscounted,5.9404681059889626e-5,0,4.6038627821414483e-4,0,test_reduction_only,0,50
