indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
cost_total,2025,25,absolute_dif,3%,-202957294.67249635,-203121807.05935097,-152190917.7838783,-273718296.8165654,test_reduction_only,0,9
cost_total,2025,25,absolute_dif,6%,-175203497.8507157,-175357733.19705486,-131335953.26156206,-236270865.47194886,test_reduction_only,0,9
cost_total,2025,25,absolute_dif,undiscounted,-235582320.67063072,-235738087.55615234,-176710024.8392078,-317736389.2485931,test_reduction_only,0,9
cost_total,2025,25,baseline,3%,14501286324.681828,14522151202.016804,14979294502.11346,13766893254.41396,test_reduction_only,0,9
cost_total,2025,25,baseline,6%,12725205008.441628,12744074848.68441,13143783696.851805,12084055605.744516,test_reduction_only,0,9
cost_total,2025,25,baseline,undiscounted,16587031125.388449,16610221233.576254,17134903187.34202,15742825638.526276,test_reduction_only,0,9
cost_total,2025,25,intervention,3%,14298329030.00933,14317055278.62287,14726241435.866413,13604398147.852629,test_reduction_only,0,9
cost_total,2025,25,intervention,6%,12550001510.590912,12565693869.788132,12928268071.098936,11942427519.934689,test_reduction_only,0,9
cost_total,2025,25,intervention,undiscounted,16351448804.71782,16373955314.39599,16837501332.35289,15554589257.937172,test_reduction_only,0,9
cost_total,2025,25,percent_change,3%,-1.3982258935370084,-1.3979680486657082,-1.0645198408359764,-1.884529217873383,test_reduction_only,0,9
cost_total,2025,25,percent_change,6%,-1.3754749570715752,-1.3755900295975416,-1.0467043173633943,-1.8534782227887157,test_reduction_only,0,9
cost_total,2025,25,percent_change,undiscounted,-1.4189194302734713,-1.4182948043822667,-1.080791613380948,-1.912782550757193,test_reduction_only,0,9
cost_total_care,2025,25,absolute_dif,3%,11988898.568160232,11932398.64591384,14474142.951996254,9287093.914344192,test_reduction_only,0,9
cost_total_care,2025,25,absolute_dif,6%,9664674.810033422,9624576.969949245,11717667.534315586,7465274.296238375,test_reduction_only,0,9
cost_total_care,2025,25,absolute_dif,undiscounted,14816479.057175552,14752496.734971762,17841559.69740486,11491866.209468758,test_reduction_only,0,9
cost_total_care,2025,25,baseline,3%,3735418904.1081467,3738639764.6431656,3850398495.743851,3544301730.3734164,test_reduction_only,0,9
cost_total_care,2025,25,baseline,6%,3280815831.172787,3283788875.488368,3381591853.9121547,3112809194.128151,test_reduction_only,0,9
cost_total_care,2025,25,baseline,undiscounted,4269040238.8372545,4272281351.86304,4400726465.134233,4050787530.2458296,test_reduction_only,0,9
cost_total_care,2025,25,intervention,3%,3747407802.676307,3751159573.862344,3861261780.780993,3556043085.236077,test_reduction_only,0,9
cost_total_care,2025,25,intervention,6%,3290480505.982821,3293946529.5631104,3390328325.036109,3122290972.188135,test_reduction_only,0,9
cost_total_care,2025,25,intervention,undiscounted,4283856717.89443,4287975997.7122087,4414180491.362786,4065275881.1479673,test_reduction_only,0,9
