indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
cost_total,2025,100,absolute_dif,3%,-699853185.8762968,-703159392.539917,-559987116.4021662,-888593813.9141662,test_reduction_only,0,9
cost_total,2025,100,absolute_dif,6%,-603332129.8827268,-606145004.7762547,-482110162.0958429,-766918846.5392245,test_reduction_only,0,9
cost_total,2025,100,absolute_dif,undiscounted,-813577822.6063607,-817432280.5987463,-651802376.2699945,-1031885760.2772714,test_reduction_only,0,9
cost_total,2025,100,baseline,3%,14501286324.681828,14522151202.016804,14979294502.11346,13766893254.41396,test_reduction_only,0,9
cost_total,2025,100,baseline,6%,12725205008.441628,12744074848.68441,13143783696.851805,12084055605.744516,test_reduction_only,0,9
cost_total,2025,100,baseline,undiscounted,16587031125.388449,16610221233.576254,17134903187.34202,15742825638.526276,test_reduction_only,0,9
cost_total,2025,100,intervention,3%,13801433138.80553,13825282036.341698,14153355189.83416,13169771568.247244,test_reduction_only,0,9
cost_total,2025,100,intervention,6%,12121872878.558899,12143223295.726723,12428900616.541393,11569570336.917511,test_reduction_only,0,9
cost_total,2025,100,intervention,undiscounted,15773453302.78209,15799694220.57262,16178251722.357967,15048319596.58673,test_reduction_only,0,9
cost_total,2025,100,percent_change,3%,-4.822228440236138,-4.85388361235866,-3.94070848703395,-5.9899187128234725,test_reduction_only,0,9
cost_total,2025,100,percent_change,6%,-4.737343371278277,-4.768041587600229,-3.8663903157426036,-5.893804651729997,test_reduction_only,0,9
cost_total,2025,100,percent_change,undiscounted,-4.900968004686168,-4.933450887707704,-4.009856579140336,-6.079773006730059,test_reduction_only,0,9
cost_total_care,2025,100,absolute_dif,3%,53077409.295977674,53031996.390582085,61952125.83941313,43360126.01860633,test_reduction_only,0,9
cost_total_care,2025,100,absolute_dif,6%,42632352.59663422,42564842.99139476,49889608.4620875,34729730.73032094,test_reduction_only,0,9
cost_total_care,2025,100,absolute_dif,undiscounted,65822845.04973486,65734773.82199144,76691419.7899313,53901328.89287169,test_reduction_only,0,9
cost_total_care,2025,100,baseline,3%,3735418904.1081467,3738639764.6431656,3850398495.743851,3544301730.3734164,test_reduction_only,0,9
cost_total_care,2025,100,baseline,6%,3280815831.172787,3283788875.488368,3381591853.9121547,3112809194.128151,test_reduction_only,0,9
cost_total_care,2025,100,baseline,undiscounted,4269040238.8372545,4272281351.86304,4400726465.134233,4050787530.2458296,test_reduction_only,0,9
cost_total_care,2025,100,intervention,3%,3788496313.4041247,3793172295.8217354,3901332202.8699017,3592860462.845742,test_reduction_only,0,9
cost_total_care,2025,100,intervention,6%,3323448183.7694216,3327427909.2142277,3422396792.0419054,3151901857.652404,test_reduction_only,0,9
cost_total_care,2025,100,intervention,undiscounted,4334863083.88699,4340473468.101753,4464036853.722185,4110884282.779059,test_reduction_only,0,9
cost_total_care,2025,100,percent_change,3%,1.4207931766081154,1.4189946758619199,1.6587002409486122,1.171766019562839,test_reduction_only,0,9
cost_total_care,2025,100,percent_change,6%,1.2993383121612756,1.29710249915853,1.5213533723139792,1.0695393075442308,test_reduction_only,0,9
cost_total_care,2025,100,percent_change,undiscounted,1.5417117257586088,1.5399368733457415,1.7972857762657566,1.2759888958579833,test_reduction_only,0,9
cost_total_testing,2025,100,absolute_dif,3%,-468464338.71751416,-471789510.09315395,-357178260.4092487,-628914656.7106004,test_reduction_only,0,9
cost_total_testing,2025,100,absolute_dif,6%,-406888403.4349292,-409769007.87338185,-310313468.6914105,-546130690.9630888,test_reduction_only,0,9
cost_total_testing,2025,100,absolute_dif,undiscounted,-540888126.3582411,-544736789.9170374,-412290701.49535275,-726294552.5012008,test_reduction_only,0,9
cost_total_testing,2025,100,baseline,3%,676235599.7853023,679429535.0715573,846645562.6086241,560212328.518243,test_reduction_only,0,9
cost_total_testing,2025,100,baseline,6%,591858317.8410441,594668917.2298114,740911041.7825073,490369244.0642178,test_reduction_only,0,9
cost_total_testing,2025,100,baseline,undiscounted,775492973.8644177,779136502.316474,971036124.5371562,642365477.1498617,test_reduction_only,0,9
cost_total_testing,2025,100,intervention,3%,207771261.06778812,207545023.8550927,217664197.50149783,199759509.8193757,test_reduction_only,0,9
cost_total_testing,2025,100,intervention,6%,184969914.4061149,184765315.89865583,194642225.45777473,177373825.59328422,test_reduction_only,0,9
cost_total_testing,2025,100,intervention,undiscounted,234604847.50617665,234423349.1818198,244761404.9541216,226001632.10259172,test_reduction_only,0,9
cost_total_testing,2025,100,percent_change,3%,-69.02273702917917,-69.35529864451237,-64.0205305326921,-74.46462172670397,test_reduction_only,0,9
cost_total_testing,2025,100,percent_change,6%,-68.49751912285487,-68.82695812740721,-63.53991106693616,-73.88902986728421,test_reduction_only,0,9
cost_total_testing,2025,100,percent_change,undiscounted,-69.49279770733777,-69.82827821098937,-64.45025841448272,-74.98031538596675,test_reduction_only,0,9
cost_total_treatment,2025,100,absolute_dif,3%,-284466256.45476025,-285941774.74240685,-242329164.44391862,-324394327.6996663,test_reduction_only,0,9
cost_total_treatment,2025,100,absolute_dif,6%,-239076079.04443178,-240252040.46887398,-203344437.88459828,-273198417.8131953,test_reduction_only,0,9
cost_total_treatment,2025,100,absolute_dif,undiscounted,-338512541.2978545,-340124061.5612221,-288786358.7190912,-385280770.8214729,test_reduction_only,0,9
cost_total_treatment,2025,100,baseline,3%,10089631820.788378,10106189773.967758,10367743662.53677,9601154922.360126,test_reduction_only,0,9
cost_total_treatment,2025,100,baseline,6%,8852530859.427795,8867129809.918453,9094652159.440989,8426470613.249484,test_reduction_only,0,9
cost_total_treatment,2025,100,baseline,undiscounted,11542497912.686777,11561510631.154926,11863247429.205538,10980514611.008331,test_reduction_only,0,9
cost_total_treatment,2025,100,intervention,3%,9805165564.333618,9822185061.105652,10053499256.208912,9369266436.340227,test_reduction_only,0,9
cost_total_treatment,2025,100,intervention,6%,8613454780.383364,8627553548.8804245,8829740513.32192,8233086590.847942,test_reduction_only,0,9
cost_total_treatment,2025,100,intervention,undiscounted,11203985371.388922,11223298129.927565,11488019412.655342,10702653344.019175,test_reduction_only,0,9
cost_total_treatment,2025,100,percent_change,3%,-2.817546810268113,-2.827121914313829,-2.460304345488835,-3.156196957552189,test_reduction_only,0,9
cost_total_treatment,2025,100,percent_change,6%,-2.6988558480404823,-2.7088356448818836,-2.3517220407978368,-3.028104975971363,test_reduction_only,0,9
cost_total_treatment,2025,100,percent_change,undiscounted,-2.930859883366743,-2.941113856026966,-2.5642021939217172,-3.278249046073383,test_reduction_only,0,9
elimination_year,2025,100,absolute_dif,3%,NA,NA,NA,NA,test_reduction_only,0,9
elimination_year,2025,100,absolute_dif,6%,NA,NA,NA,NA,test_reduction_only,0,9
elimination_year,2025,100,absolute_dif,undiscounted,NA,NA,NA,NA,test_reduction_only,0,9
elimination_year,2025,100,baseline,3%,NA,NA,NA,NA,test_reduction_only,0,9
elimination_year,2025,100,baseline,6%,NA,NA,NA,NA,test_reduction_only,0,9
elimination_year,2025,100,baseline,undiscounted,Inf,Inf,Inf,Inf,test_reduction_only,0,9
elimination_year,2025,100,intervention,3%,NA,NA,NA,NA,test_reduction_only,0,9
elimination_year,2025,100,intervention,6%,NA,NA,NA,NA,test_reduction_only,0,9
elimination_year,2025,100,intervention,undiscounted,Inf,Inf,Inf,Inf,test_reduction_only,0,9
elimination_year,2025,100,percent_change,3%,NA,NA,NA,NA,test_reduction_only,0,9
elimination_year,2025,100,percent_change,6%,NA,NA,NA,NA,test_reduction_only,0,9
elimination_year,2025,100,percent_change,undiscounted,NA,NA,NA,NA,test_reduction_only,0,9
NewAdultHIV,2025,100,absolute_dif,3%,161812.94727018144,161966.14466965012,189314.38622927386,134860.1334516006,test_reduction_only,0,9
NewAdultHIV,2025,100,absolute_dif,6%,134186.68045071443,134297.7776141559,157313.44464636128,111835.2790357438,test_reduction_only,0,9
NewAdultHIV,2025,100,absolute_dif,undiscounted,194994.0244,195188,227704.25,162507.325,test_reduction_only,0,9
NewAdultHIV,2025,100,baseline,3%,1237777.6009305108,1241302.5365477074,1330749.273669934,1121456.9561606222,test_reduction_only,0,9
NewAdultHIV,2025,100,baseline,6%,1096139.0864857235,1099215.160154095,1178101.911253055,993007.3852025426,test_reduction_only,0,9
NewAdultHIV,2025,100,baseline,undiscounted,1403156.9236,1407265,1509028.825,1271426.025,test_reduction_only,0,9
NewAdultHIV,2025,100,intervention,3%,1399590.5482006923,1405058.5420116724,1497151.6584977855,1258567.3062097915,test_reduction_only,0,9
NewAdultHIV,2025,100,intervention,6%,1230325.766936438,1235041.0838079196,1316080.4562400666,1106619.3488999205,test_reduction_only,0,9
NewAdultHIV,2025,100,intervention,undiscounted,1598150.948,1604526,1710333.925,1436767,test_reduction_only,0,9
NewAdultHIV,2025,100,percent_change,3%,13.087733370052495,13.105025965823717,15.585875650562333,10.805629601465641,test_reduction_only,0,9
NewAdultHIV,2025,100,percent_change,6%,12.255329112636105,12.272852448817204,14.606505107155227,10.113684338669705,test_reduction_only,0,9
NewAdultHIV,2025,100,percent_change,undiscounted,13.913021076843503,13.924834796423685,16.558192606074996,11.49122278490045,test_reduction_only,0,9
percent_total_cost_testing,2025,100,absolute_dif,3%,66.76220994975196,66.5285888659229,71.12894494454044,63.06569206039718,test_reduction_only,0,9
percent_total_cost_testing,2025,100,absolute_dif,6%,67.26798323604169,67.04521000613391,71.53314669796366,63.6403751278057,test_reduction_only,0,9
percent_total_cost_testing,2025,100,absolute_dif,undiscounted,66.30450771047529,66.0677420293429,70.76910229088648,62.5352241420959,test_reduction_only,0,9
percent_total_cost_testing,2025,100,baseline,3%,4.661118181434018,4.638536845065255,5.74572859341635,3.94189321512167,test_reduction_only,0,9
percent_total_cost_testing,2025,100,baseline,6%,4.648887179747602,4.627069850500317,5.729269291102524,3.9323519862260388,test_reduction_only,0,9
percent_total_cost_testing,2025,100,baseline,undiscounted,4.673156729041695,4.6498350150886285,5.761916024865625,3.951277170221739,test_reduction_only,0,9
percent_total_cost_testing,2025,100,intervention,3%,1.5059504121903848,1.5016996026032365,1.5928479216042044,1.4238731654856351,test_reduction_only,0,9
percent_total_cost_testing,2025,100,intervention,6%,1.5264229926805675,1.521180055951517,1.6163313151977083,1.4396174603234186,test_reduction_only,0,9
percent_total_cost_testing,2025,100,intervention,undiscounted,1.4878698769486982,1.4829303723971479,1.574653369019903,1.4096056147280769,test_reduction_only,0,9
percent_total_cost_testing,2025,100,percent_change,3%,1441.172332011366,1431.1979285026316,1619.9022796049626,1236.4439505234832,test_reduction_only,0,9
percent_total_cost_testing,2025,100,percent_change,6%,1455.98235826929,1445.682814404373,1638.415812311554,1247.564226568328,test_reduction_only,0,9
percent_total_cost_testing,2025,100,percent_change,undiscounted,1427.5403937326832,1417.825284218486,1602.8347714179354,1226.168206988973,test_reduction_only,0,9
TestsPerAdult,2025,100,absolute_dif,3%,-2.6642872147337564,-2.6919610013307267,-2.020041615850556,-3.5950848373639315,test_reduction_only,0,9
TestsPerAdult,2025,100,absolute_dif,6%,-2.321020239961857,-2.3452261693687375,-1.7601482699819155,-3.131361495119193,test_reduction_only,0,9
TestsPerAdult,2025,100,absolute_dif,undiscounted,-3.0672624531697212,-3.0989991837314177,-2.3251017437667763,-4.139520786573131,test_reduction_only,0,9
TestsPerAdult,2025,100,baseline,3%,3.5237551578312623,3.545836933354397,4.516714291840694,2.8430448569492444,test_reduction_only,0,9
TestsPerAdult,2025,100,baseline,6%,3.093852128162429,3.113229121646646,3.965425453832172,2.4963484307799098,test_reduction_only,0,9
TestsPerAdult,2025,100,baseline,undiscounted,4.028548055606317,4.0538062616084485,5.164065350259652,3.2501051483887693,test_reduction_only,0,9
TestsPerAdult,2025,100,intervention,3%,0.859467943097506,0.8582572239863953,0.9188796527858921,0.8121353431535595,test_reduction_only,0,9
TestsPerAdult,2025,100,intervention,6%,0.7728318882005722,0.7710082518841778,0.8309601522504219,0.7275381676028253,test_reduction_only,0,9
TestsPerAdult,2025,100,intervention,undiscounted,0.9612856024365953,0.9603667540895473,1.0222526131940006,0.9110183646533424,test_reduction_only,0,9
TestsPerAdult,2025,100,percent_change,3%,-75.37793111873863,-75.66051789199979,-71.01178331825722,-79.72112729385763,test_reduction_only,0,9
TestsPerAdult,2025,100,percent_change,6%,-74.79142605219582,-75.07167311405715,-70.46817711693511,-79.09058410585598,test_reduction_only,0,9
TestsPerAdult,2025,100,percent_change,undiscounted,-75.90456555928564,-76.18927344926963,-71.49934733736312,-80.2879886684861,test_reduction_only,0,9
TotalAIDSdeathsadult,2025,100,absolute_dif,3%,49729.39443128207,49478.45041482133,59173.51150625461,40100.828168608605,test_reduction_only,0,9
TotalAIDSdeathsadult,2025,100,absolute_dif,6%,40850.0476243089,40651.4736441588,48661.68874070268,32880.2542424884,test_reduction_only,0,9
TotalAIDSdeathsadult,2025,100,absolute_dif,undiscounted,60435.9475,60107.90000000002,71839.53250000003,48817.53749999998,test_reduction_only,0,9
