indicator,pitc_reduction_year,test_reduction,scenario,discount,mean,median,upper_CI,lower_CI,future_variability,future_value,cumulative_years
AIDS_Mortality,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
AIDS_Mortality,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
AIDS_Mortality,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
AIDS_Mortality,2025,0,baseline,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,test_reduction_only,0,50
AIDS_Mortality,2025,0,intervention,undiscounted,0.2613685680746654,0.26368690886590224,0.27147074496244206,0.2496106560486607,test_reduction_only,0,50
AIDS_Mortality,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
Circumcised15to49,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
Circumcised15to49,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
Circumcised15to49,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
Circumcised15to49,2025,0,baseline,undiscounted,44.0568268,44.057190500000004,44.06985602499999,44.040161475000005,test_reduction_only,0,50
Circumcised15to49,2025,0,intervention,undiscounted,44.0568268,44.057190500000004,44.06985602499999,44.040161475000005,test_reduction_only,0,50
Circumcised15to49,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
elimination_year,2025,0,absolute_dif,NA,0,0,0,0,test_reduction_only,0,50
elimination_year,2025,0,annual_absolute_dif,NA,2021,2021,2021,2021,test_reduction_only,0,50
elimination_year,2025,0,annual_percent_change,NA,2021,2021,2021,2021,test_reduction_only,0,50
elimination_year,2025,0,baseline,NA,2055,2055,2057.775,2052,test_reduction_only,0,50
elimination_year,2025,0,intervention,NA,2055,2055,2057.775,2052,test_reduction_only,0,50
elimination_year,2025,0,percent_change,NA,0,0,0,0,test_reduction_only,0,50
FemalesOver15,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
FemalesOver15,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
FemalesOver15,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
FemalesOver15,2025,0,baseline,undiscounted,1475307280,1475277300,1477926610,1472284505,test_reduction_only,0,50
FemalesOver15,2025,0,intervention,undiscounted,1475307280,1475277300,1477926610,1472284505,test_reduction_only,0,50
FemalesOver15,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
FSWonPrEP,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
FSWonPrEP,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
FSWonPrEP,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
FSWonPrEP,2025,0,baseline,undiscounted,2342985.39,2349027.55,2369360.5925000003,2308993.8075,test_reduction_only,0,50
FSWonPrEP,2025,0,intervention,undiscounted,2342985.39,2349027.55,2369360.5925000003,2308993.8075,test_reduction_only,0,50
FSWonPrEP,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MalesOver15,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MalesOver15,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MalesOver15,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MalesOver15,2025,0,baseline,undiscounted,1380108000,1380439650,1382576567.5,1377563540,test_reduction_only,0,50
MalesOver15,2025,0,intervention,undiscounted,1380108000,1380439650,1382576567.5,1377563540,test_reduction_only,0,50
MalesOver15,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MenOnPrEP,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MenOnPrEP,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MenOnPrEP,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MenOnPrEP,2025,0,baseline,undiscounted,22312911.8,22383434.5,23452498.525,21057907.45,test_reduction_only,0,50
MenOnPrEP,2025,0,intervention,undiscounted,22312911.8,22383434.5,23452498.525,21057907.45,test_reduction_only,0,50
MenOnPrEP,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC10to14,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC10to14,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC10to14,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC10to14,2025,0,baseline,undiscounted,12379186.6,12379143,12401638.9,12343743.100000001,test_reduction_only,0,50
MMC10to14,2025,0,intervention,undiscounted,12379186.6,12379143,12401638.9,12343743.100000001,test_reduction_only,0,50
MMC10to14,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC15to19,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC15to19,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC15to19,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC15to19,2025,0,baseline,undiscounted,2027523.84,2027848.9,2031388.3975,2021651.6600000001,test_reduction_only,0,50
MMC15to19,2025,0,intervention,undiscounted,2027523.84,2027848.9,2031388.3975,2021651.6600000001,test_reduction_only,0,50
MMC15to19,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC20to24,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC20to24,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC20to24,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC20to24,2025,0,baseline,undiscounted,478214.98,478421.395,479796.31775000005,476369.9585,test_reduction_only,0,50
MMC20to24,2025,0,intervention,undiscounted,478214.98,478421.395,479796.31775000005,476369.9585,test_reduction_only,0,50
MMC20to24,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC25to49,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC25to49,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC25to49,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMC25to49,2025,0,baseline,undiscounted,1406032.46,1405953,1417739.8275000001,1393072.725,test_reduction_only,0,50
MMC25to49,2025,0,intervention,undiscounted,1406032.46,1405953,1417739.8275000001,1393072.725,test_reduction_only,0,50
MMC25to49,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMCover50,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMCover50,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MMCover50,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MMCover50,2025,0,baseline,undiscounted,203040.1318,202978.07,205587.671,200144.85014999998,test_reduction_only,0,50
MMCover50,2025,0,intervention,undiscounted,203040.1318,202978.07,205587.671,200144.85014999998,test_reduction_only,0,50
MMCover50,2025,0,percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MSMonPrEP,2025,0,absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MSMonPrEP,2025,0,annual_absolute_dif,undiscounted,0,0,0,0,test_reduction_only,0,50
MSMonPrEP,2025,0,annual_percent_change,undiscounted,0,0,0,0,test_reduction_only,0,50
MSMonPrEP,2025,0,baseline,undiscounted,7584104.13,7567093.050000001,8211533.3375,7015235.617500001,test_reduction_only,0,50
