ANC prevalence, all ages		
1990	0.0006	0.000836593
1991	0.0008	0.001912025
1992	0.0025	0.003314226
1993	0.0056	0.005706392
1994	0.0120	0.00608699
1995	0.0170	0.009453346
1996	0.0310	0.010434093
1997	0.0630	0.014680659
1998	0.0520	0.010204082
1999	0.0710	0.014030612
2000	0.0870	0.013775510
2001	0.0860	0.014540816
2002	0.1240	0.018112245
2003	0.1310	0.023469388
2004	0.1540	0.014540816
2005	0.1570	0.022448980
2006	0.1510	0.018112245
2007	0.1530	0.017091837
2008	0.1610	0.019387755
2009	0.1690	0.017091837
2010	0.1850	0.018877551
2011	0.1820	0.021683673
2012	0.1690	0.017091837
2013	0.1870	0.020153061
2014	0.1870	0.020153061
2015	0.1880	0.020153061
2-14 prevalence HH		
2005	0.003	0.00244266
2008	0.011	0.005145021
2012	0.007	0.004203576
2017	0.03	0.016936533
15-24 prevalence HH		
2005	0.023	0.007636745
2008	0.03	0.010370803
2012	0.044	0.011921808
2016	0.025	0.017515000
2017	0.044	0.012659309
25+ prevalence HH		
2005	0.027	0.007284941
2008	0.054	0.010466008
2012	0.068	0.013316023
2016	0.145	0.034956500
2017	0.122	0.017451422
ANC prevalence by age
1994	1	0.012987	0.007999
1994	2	0.020249	0.006893
1994	3	0.014260	0.006207
1994	4	0.019553	0.009074
1994	5	0.003759	0.006580
1995	1	0.020513	0.012587
1995	2	0.016949	0.008507
1995	3	0.012270	0.007561
1995	4	0.019417	0.011921
1995	5	0.023810	0.020626
1996	1	0.022472	0.013775
1996	2	0.050139	0.014282
1996	3	0.014815	0.009117
1996	4	0.019512	0.011979
1996	5	0.012500	0.015403
1997	1	0.035714	0.013777
1997	2	0.095808	0.016322
1997	3	0.083333	0.016283
1997	4	0.049123	0.015903
1997	5	0.021429	0.015230
1998	1	0.023333	0.010825
1998	2	0.076172	0.014551
1998	3	0.057884	0.012950
1998	4	0.044872	0.014557
1998	5	0.035461	0.019382
1999	1	0.047945	0.015530
1999	2	0.105159	0.016960
1999	3	0.062762	0.013770
1999	4	0.050000	0.016793
1999	5	0.069565	0.029547
2000	1	0.050000	0.015249
2000	2	0.119048	0.024031
2000	3	0.103448	0.019126
2000	4	0.077364	0.017026
2000	5	0.043210	0.016872
2001	1	0.063492	0.019738
2001	2	0.102421	0.020115
2001	3	0.111314	0.017168
2001	4	0.072886	0.022766
2001	5	0.060403	0.018686
2002	1	0.072022	0.021017
2002	2	0.149565	0.021209
2002	3	0.172043	0.023721
2002	4	0.104730	0.021903
2002	5	0.061644	0.018795
2003	1	0.089820	0.024551
2003	2	0.153322	0.029316
2003	3	0.175365	0.027080
2003	4	0.114706	0.018801
2003	5	0.098837	0.033766
2004	1	0.074434	0.016097
2004	2	0.174455	0.020813
2004	3	0.213710	0.020645
2004	4	0.138047	0.022775
2004	5	0.057554	0.015287
2005	1	0.070988	0.020540
2005	2	0.157724	0.021066
2005	3	0.200787	0.029986
2005	4	0.186709	0.034854
2005	5	0.148936	0.036196
2006	1	0.057099	0.012417
2006	2	0.153975	0.020110
2006	3	0.210682	0.026610
2006	4	0.182886	0.023541
2006	5	0.108696	0.023462
2007	1	0.042994	0.009190
2007	2	0.145148	0.017511
2007	3	0.217039	0.022947
2007	4	0.206271	0.029916
2007	5	0.125000	0.020146
2008	1	0.055921	0.010579
2008	2	0.136143	0.017720
2008	3	0.222113	0.030835
2008	4	0.239243	0.032527
2008	5	0.125448	0.024348
2009	1	0.063551	0.012264
2009	2	0.148862	0.015788
2009	3	0.210473	0.021013
2009	4	0.244526	0.032895
2009	5	0.172012	0.032079
2010	1	0.077044	0.010551
2010	2	0.152372	0.017606
2010	3	0.218837	0.026263
2010	4	0.273828	0.028993
2010	5	0.220630	0.026141
2011	1	0.073579	0.013640
2011	2	0.139712	0.020217
2011	3	0.229610	0.026395
2011	4	0.248512	0.028027
2011	5	0.234957	0.030421
2012	1	0.053659	0.008788
2012	2	0.120109	0.012350
2012	3	0.212511	0.027494
2012	4	0.268945	0.023639
2012	5	0.215569	0.024870
2013	1	0.048924	0.011828
2013	2	0.135922	0.019467
2013	3	0.226135	0.025549
2013	4	0.290370	0.030699
2013	5	0.237500	0.028462
2014	1	0.056738	0.011607
2014	2	0.154305	0.014200
2014	3	0.203548	0.017715
2014	4	0.251549	0.026738
2014	5	0.305466	0.038715
2015	1	0.063054	0.008442
2015	2	0.143634	0.012409
2015	3	0.204132	0.014660
2015	4	0.280142	0.021004
2015	5	0.293051	0.031091
2017	1	0.069000	0.012755
2017	2	0.130000	0.011480
2017	3	0.202000	0.015561
2017	4	0.270000	0.021173
2017	5	0.361000	0.031122
2019	1	0.049000	0.010204
2019	2	0.140000	0.012500
2019	3	0.229000	0.015561
2019	4	0.266000	0.018878
2019	5	0.272000	0.025000
ANCageW_init
0.159	0.298	0.274	0.162	0.086	0.022
ANCageW_change
-0.0074	0.0010	-0.0006	0.0064	0.0009	-0.0002
SpecificityANC
1.00
RRprevPrivateANC
0.346
PropnPregPrivate
0.066	0.127	0.206	0.298	0.249	0.212	0.199
Miscarriage
0.030	0.039
