0	0.2025	0.0615	0.6695	0.4465	0.4805	0.7325	0.7375	0.8905	0.3575	0.5635
1	0.5295	0.8665	0.3895	0.1585	0.1075	0.4565	0.8215	0.3695	0.4085	0.7925
2	0.2545	0.1455	0.8455	0.1225	0.4615	0.9585	0.7265	0.6165	0.3125	0.8685
3	0.6255	0.5905	0.6735	0.3635	0.3475	0.2595	0.8655	0.3375	0.4775	0.0665
4	0.5605	0.7215	0.3175	0.8235	0.9605	0.5345	0.8925	0.6115	0.7675	0.0705
5	0.3735	0.2555	0.9045	0.9715	0.4795	0.8705	0.0465	0.0615	0.6775	0.6165
6	0.0885	0.3355	0.2975	0.0885	0.7375	0.4265	0.3305	0.8405	0.0415	0.0375
7	0.4715	0.7475	0.0005	0.1155	0.0245	0.5175	0.0295	0.2155	0.0175	0.6775
8	0.6325	0.5995	0.4115	0.4345	0.4905	0.6675	0.1605	0.7885	0.3055	0.5815
9	0.0385	0.1125	0.4065	0.6945	0.7965	0.9615	0.6885	0.3525	0.6825	0.3015
10	0.6385	0.8835	0.9295	0.2065	0.6555	0.0095	0.6365	0.2625	0.4185	0.8575
11	0.9965	0.7885	0.8865	0.0945	0.2335	0.4815	0.1505	0.2455	0.3755	0.4455
12	0.5395	0.0995	0.9965	0.2165	0.7055	0.2735	0.7745	0.7965	0.6075	0.5735
13	0.1605	0.5825	0.6055	0.3555	0.0365	0.6825	0.3345	0.2765	0.0745	0.1545
14	0.0165	0.3305	0.7845	0.4145	0.0675	0.8985	0.3585	0.7585	0.3525	0.3295
15	0.6545	0.5285	0.7315	0.3325	0.4265	0.7125	0.8025	0.6735	0.2945	0.8375
16	0.2355	0.2415	0.7535	0.4155	0.4525	0.1325	0.6565	0.1555	0.5195	0.0755
17	0.4175	0.2575	0.0125	0.5835	0.9345	0.2925	0.5725	0.6535	0.3895	0.8645
18	0.2555	0.6465	0.5215	0.0535	0.1465	0.0295	0.8935	0.7005	0.2425	0.8305
19	0.4515	0.3015	0.9185	0.5315	0.3095	0.5315	0.9865	0.5645	0.9925	0.8405
20	0.3105	0.6285	0.0825	0.9055	0.2945	0.7925	0.9135	0.9615	0.1025	0.7125
21	0.7535	0.1875	0.4145	0.7415	0.3595	0.9915	0.9275	0.7345	0.1575	0.4085
22	0.0975	0.0235	0.4955	0.9645	0.8375	0.8055	0.0255	0.2375	0.1865	0.3735
23	0.4465	0.4415	0.4135	0.8135	0.5755	0.9835	0.6485	0.2025	0.7095	0.9635
24	0.5145	0.1725	0.0745	0.3435	0.7295	0.8435	0.9705	0.6415	0.7965	0.6605
25	0.0545	0.8015	0.4715	0.3095	0.7435	0.2365	0.6355	0.5625	0.1495	0.1655
26	0.4375	0.3705	0.2455	0.6465	0.9455	0.4715	0.8375	0.5935	0.3155	0.4485
27	0.0805	0.4885	0.9115	0.6505	0.9635	0.5135	0.7135	0.6255	0.6645	0.7845
28	0.1215	0.9355	0.8965	0.9215	0.6295	0.7005	0.0355	0.1155	0.1135	0.5215
29	0.2395	0.9125	0.0675	0.0035	0.6315	0.4995	0.0705	0.0255	0.1915	0.2225
30	0.1335	0.5685	0.9435	0.7835	0.8475	0.2025	0.5275	0.6305	0.1035	0.4675
31	0.9315	0.5965	0.4375	0.4185	0.4825	0.9395	0.0545	0.1965	0.6755	0.9255
32	0.0335	0.7915	0.4215	0.3735	0.4085	0.7825	0.8345	0.6785	0.4025	0.4365
33	0.6925	0.9405	0.7555	0.8635	0.5975	0.8495	0.5595	0.1935	0.5365	0.4875
34	0.0905	0.7845	0.9305	0.0715	0.2115	0.8385	0.4975	0.4735	0.1715	0.9735
35	0.3135	0.4025	0.8245	0.0785	0.2495	0.0975	0.3195	0.2695	0.8895	0.0575
36	0.7725	0.4185	0.6995	0.4445	0.7565	0.6645	0.8535	0.7525	0.0145	0.8795
37	0.7505	0.7905	0.1445	0.2205	0.0285	0.3505	0.5465	0.6225	0.3815	0.6835
38	0.3345	0.1825	0.8015	0.6625	0.4635	0.4145	0.9255	0.7015	0.0365	0.2105
39	0.3925	0.7935	0.8705	0.8575	0.9825	0.3015	0.8285	0.8895	0.8905	0.9365
40	0.1745	0.6595	0.7575	0.1595	0.7895	0.0545	0.5865	0.8525	0.8765	0.0265
41	0.4045	0.7095	0.0785	0.0585	0.0025	0.2975	0.3745	0.4105	0.8295	0.4615
42	0.7615	0.6615	0.1735	0.7665	0.7195	0.2465	0.2815	0.3415	0.6485	0.6435
43	0.1255	0.1015	0.2905	0.6435	0.9235	0.5215	0.7785	0.8735	0.6915	0.8825
44	0.9145	0.9105	0.5445	0.3245	0.4565	0.4845	0.2715	0.4545	0.9495	0.0015
45	0.3115	0.6745	0.9645	0.6185	0.4745	0.6895	0.4425	0.5465	0.1365	0.5925
46	0.4975	0.6625	0.0045	0.3395	0.1355	0.2035	0.8955	0.7445	0.9425	0.0345
47	0.3785	0.4365	0.1425	0.4525	0.8895	0.6475	0.9435	0.2795	0.0485	0.9155
48	0.8385	0.7275	0.6645	0.2155	0.0685	0.4885	0.1745	0.1695	0.3135	0.9795
49	0.7915	0.4095	0.5165	0.4875	0.5345	0.9785	0.3815	0.8195	0.5115	0.8535
50	0.9835	0.0755	0.7865	0.4865	0.0845	0.6185	0.0365	0.1445	0.2765	0.3115
