task_name,indicator,pitc_reduction_year,test_reduction,scenario,mean,upper_CI,lower_CI,future_variability,future_value
20230308-115812-c4dccaaf,AIDS_Mortality,2025,100,absolute_dif,0.09414152218023117,0.10695434127318634,0.081328703087276,test_reduction_only,0
20230308-115812-c4dccaaf,AIDS_Mortality,2025,100,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,test_reduction_only,0
20230308-115812-c4dccaaf,AIDS_Mortality,2025,100,intervention,0.35789898815954296,0.3729382829718666,0.34285969334721933,test_reduction_only,0
20230308-115812-c4dccaaf,AIDS_Mortality,2025,100,percent_change,35.64983589739422,40.20670563682664,31.092966157961804,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiag15,2025,100,absolute_dif,-0.2842385000000007,-0.2541173250000021,-0.31435967499999934,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiag15,2025,100,baseline,40.801163,40.82361245,40.77871355,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiag15,2025,100,intervention,40.5169245,40.524596224999996,40.509252775,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiag15,2025,100,percent_change,-0.6965983585766604,-0.6231573331338583,-0.7700393840194625,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiagF,2025,100,absolute_dif,-0.19868599999999859,-0.17770430000000043,-0.21966769999999675,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiagF,2025,100,baseline,42.337169,42.3402641,42.3340739,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiagF,2025,100,intervention,42.138483,42.1625598,42.114406200000005,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiagF,2025,100,percent_change,-0.46929850405226325,-0.4197056149812035,-0.518891393123323,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiagM,2025,100,absolute_dif,-0.5461605000000027,-0.46574917500000074,-0.6265718250000047,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiagM,2025,100,baseline,36.955966000000004,37.02331435000001,36.88861764999999,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiagM,2025,100,intervention,36.4098055,36.422868475,36.39674252499999,test_reduction_only,0
20230308-115812-c4dccaaf,ARTcoverageDiagM,2025,100,percent_change,-1.4774343518952586,-1.2625399628765346,-1.6923287409139827,test_reduction_only,0
20230308-115812-c4dccaaf,FemalesOver15,2025,100,absolute_dif,-6561100,-5990150,-7132050,test_reduction_only,0
20230308-115812-c4dccaaf,FemalesOver15,2025,100,baseline,1476365350,1477374107.5,1475356592.5,test_reduction_only,0
20230308-115812-c4dccaaf,FemalesOver15,2025,100,intervention,1469804250,1471383957.5,1468224542.5,test_reduction_only,0
20230308-115812-c4dccaaf,FemalesOver15,2025,100,percent_change,-0.4444384754091383,-0.40546212673951015,-0.48341482407876635,test_reduction_only,0
20230308-115812-c4dccaaf,MalesOver15,2025,100,absolute_dif,-6526850,-5798912.5,-7254787.5,test_reduction_only,0
20230308-115812-c4dccaaf,MalesOver15,2025,100,baseline,1380969700,1381213850,1380725550,test_reduction_only,0
20230308-115812-c4dccaaf,MalesOver15,2025,100,intervention,1374442850,1375414937.5,1373470762.5,test_reduction_only,0
20230308-115812-c4dccaaf,MalesOver15,2025,100,percent_change,-0.47263838055478413,-0.4198427655165885,-0.5254339955929798,test_reduction_only,0
20230308-115812-c4dccaaf,NewAdultHIV,2025,100,absolute_dif,2575802.95,2849000.1975000002,2302605.7024999997,test_reduction_only,0
20230308-115812-c4dccaaf,NewAdultHIV,2025,100,baseline,3788054.4000000004,3881135.2100000004,3694973.59,test_reduction_only,0
20230308-115812-c4dccaaf,NewAdultHIV,2025,100,intervention,6363857.35,6730135.407500001,5997579.2924999995,test_reduction_only,0
20230308-115812-c4dccaaf,NewAdultHIV,2025,100,percent_change,67.8470748678069,73.39199630958288,62.302153426030905,test_reduction_only,0
20230308-115812-c4dccaaf,Prev15to49,2025,100,absolute_dif,0.7388294,0.8000057899999998,0.6776530100000001,test_reduction_only,0
20230308-115812-c4dccaaf,Prev15to49,2025,100,baseline,3.4189065000000003,3.42189121,3.41592179,test_reduction_only,0
20230308-115812-c4dccaaf,Prev15to49,2025,100,intervention,4.1577359000000005,4.21592758,4.09954422,test_reduction_only,0
20230308-115812-c4dccaaf,Prev15to49,2025,100,percent_change,21.611857498229185,23.420080135260502,19.803634861197864,test_reduction_only,0
20230308-115812-c4dccaaf,SWsexActs,2025,100,absolute_dif,-129001500,-114004325,-143998675,test_reduction_only,0
20230308-115812-c4dccaaf,SWsexActs,2025,100,baseline,8487000000,8487682100,8486317900,test_reduction_only,0
20230308-115812-c4dccaaf,SWsexActs,2025,100,intervention,8357998500,8372313575,8343683425,test_reduction_only,0
20230308-115812-c4dccaaf,SWsexActs,2025,100,percent_change,-1.5199736701513646,-1.343388218759873,-1.6965591215428564,test_reduction_only,0
20230308-115812-c4dccaaf,SWsexActsProt,2025,100,absolute_dif,-104388600,-91849170,-116928030,test_reduction_only,0
20230308-115812-c4dccaaf,SWsexActsProt,2025,100,baseline,6864318750,6891822532.5,6836814967.5,test_reduction_only,0
20230308-115812-c4dccaaf,SWsexActsProt,2025,100,intervention,6759930150,6774894502.5,6744965797.5,test_reduction_only,0
20230308-115812-c4dccaaf,SWsexActsProt,2025,100,percent_change,-1.5199583413406756,-1.343372952387008,-1.6965437302943436,test_reduction_only,0
20230308-115812-c4dccaaf,TestsPerAdult,2025,100,absolute_dif,-16.85658708169577,-14.910508119149519,-18.802666044242027,test_reduction_only,0
20230308-115812-c4dccaaf,TestsPerAdult,2025,100,baseline,21.2102681804801,23.257792157754015,19.162744203206184,test_reduction_only,0
20230308-115812-c4dccaaf,TestsPerAdult,2025,100,intervention,4.353681098784326,4.4551261135119855,4.252236084056668,test_reduction_only,0
20230308-115812-c4dccaaf,TestsPerAdult,2025,100,percent_change,-79.31124367238311,-77.79234617925025,-80.83014116551598,test_reduction_only,0
20230308-115812-c4dccaaf,TotHIV15,2025,100,absolute_dif,35395095,38244596.25,32545593.75,test_reduction_only,0
20230308-115812-c4dccaaf,TotHIV15,2025,100,baseline,336235775,336239636.75,336231913.25,test_reduction_only,0
20230308-115812-c4dccaaf,TotHIV15,2025,100,intervention,371630870,374476509.5,368785230.5,test_reduction_only,0
20230308-115812-c4dccaaf,TotHIV15,2025,100,percent_change,10.52687842869149,11.374470500572516,9.679286356810465,test_reduction_only,0
20230308-115812-c4dccaaf,TotProtSexActs,2025,100,absolute_dif,-115919000,-102508800,-129329200,test_reduction_only,0
20230308-115812-c4dccaaf,TotProtSexActs,2025,100,baseline,12027640500,12281238725,11774042275,test_reduction_only,0
20230308-115812-c4dccaaf,TotProtSexActs,2025,100,intervention,11911721500,12151909525,11671533475,test_reduction_only,0
20230308-115812-c4dccaaf,TotProtSexActs,2025,100,percent_change,-0.9616406381640215,-0.870421613029895,-1.0528596632981482,test_reduction_only,0
20230308-115812-c4dccaaf,TotSexActs,2025,100,absolute_dif,-235746500,-209528875,-261964125,test_reduction_only,0
20230308-115812-c4dccaaf,TotSexActs,2025,100,baseline,34495561000,35168158150,33822963850,test_reduction_only,0
20230308-115812-c4dccaaf,TotSexActs,2025,100,intervention,34259814500,34906194025,33613434975,test_reduction_only,0
20230308-115812-c4dccaaf,TotSexActs,2025,100,percent_change,-0.6820564286074378,-0.6193523232885111,-0.7447605339263645,test_reduction_only,0
20230308-115812-c4dccaaf,TotalAIDSdeathsadult,2025,100,absolute_dif,843453.9750000001,956971.4842500001,729936.4657500001,test_reduction_only,0
20230308-115812-c4dccaaf,TotalAIDSdeathsadult,2025,100,baseline,1745765.175,1759064.63825,1732465.71175,test_reduction_only,0
20230308-115812-c4dccaaf,TotalAIDSdeathsadult,2025,100,intervention,2589219.1500000004,2716036.1225000005,2462402.1774999998,test_reduction_only,0
20230308-115812-c4dccaaf,TotalAIDSdeathsadult,2025,100,percent_change,48.26250120493748,54.39728136737934,42.12772104249561,test_reduction_only,0
20230308-115812-c4dccaaf,TotalHIVtests,2025,100,absolute_dif,-948093650,-838983043.5,-1057204256.5,test_reduction_only,0
20230308-115812-c4dccaaf,TotalHIVtests,2025,100,baseline,1189103300,1303503345,1074703255,test_reduction_only,0
20230308-115812-c4dccaaf,TotalHIVtests,2025,100,intervention,241009650,246299088.5,235720211.5,test_reduction_only,0
20230308-115812-c4dccaaf,TotalHIVtests,2025,100,percent_change,-79.56970693863238,-78.04899583171373,-81.09041804555105,test_reduction_only,0
20230307-004042-40139045,AIDS_Mortality,2025,100,absolute_dif,0.09809055029036254,0.11126483418574601,0.08491626639497907,test_reduction_only,0
