year,intervention_year,test_reduction,mean,upper_CI,lower_CI
2014,2025,20,0.0117790471,0.01228084,0.010979275
2014,2025,40,0.0117790471,0.01228084,0.010979275
2014,2025,60,0.0117790471,0.01228084,0.010979275
2014,2025,80,0.0117790471,0.01228084,0.010979275
2014,2025,100,0.0117790471,0.01228084,0.010979275
2015,2025,0,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,20,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,40,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,60,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,80,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,100,0.0110778819,0.011578805000000001,0.0102507925
2016,2025,0,0.0100816568,0.0105865475,0.009232918
2016,2025,20,0.0100816568,0.0105865475,0.009232918
2016,2025,40,0.0100816568,0.0105865475,0.009232918
2016,2025,60,0.0100816568,0.0105865475,0.009232918
2016,2025,80,0.0100816568,0.0105865475,0.009232918
2016,2025,100,0.0100816568,0.0105865475,0.009232918
2017,2025,0,0.0089316412,0.009451761,0.0080511705
2017,2025,20,0.0089316412,0.009451761,0.0080511705
2017,2025,40,0.0089316412,0.009451761,0.0080511705
2017,2025,60,0.0089316412,0.009451761,0.0080511705
2017,2025,80,0.0089316412,0.009451761,0.0080511705
2017,2025,100,0.0089316412,0.009451761,0.0080511705
2018,2025,0,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,20,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,40,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,60,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,80,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,100,0.0081147914,0.008672364999999998,0.0071722885
2019,2025,0,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,20,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,40,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,60,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,80,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,100,0.0073294471,0.007929530249999999,0.00630249625
2020,2025,0,0.0068688103,0.0075084385,0.00576236375
2020,2025,20,0.0068688103,0.0075084385,0.00576236375
2020,2025,40,0.0068688103,0.0075084385,0.00576236375
2020,2025,60,0.0068688103,0.0075084385,0.00576236375
2020,2025,80,0.0068688103,0.0075084385,0.00576236375
2020,2025,100,0.0068688103,0.0075084385,0.00576236375
2021,2025,0,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,20,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,40,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,60,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,80,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,100,0.0063713959,0.0069650352499999995,0.00534467
2022,2025,0,0.0059124871,0.0064018575,0.005065383499999999
2022,2025,20,0.0059124871,0.0064018575,0.005065383499999999
2022,2025,40,0.0059124871,0.0064018575,0.005065383499999999
2022,2025,60,0.0059124871,0.0064018575,0.005065383499999999
2022,2025,80,0.0059124871,0.0064018575,0.005065383499999999
2022,2025,100,0.0059124871,0.0064018575,0.005065383499999999
2023,2025,0,0.0054734556,0.0058977777499999995,0.004834276
2023,2025,20,0.0054734556,0.0058977777499999995,0.004834276
2023,2025,40,0.0054734556,0.0058977777499999995,0.004834276
2023,2025,60,0.0054734556,0.0058977777499999995,0.004834276
2023,2025,80,0.0054734556,0.0058977777499999995,0.004834276
2023,2025,100,0.0054734556,0.0058977777499999995,0.004834276
2024,2025,0,0.0051880259,0.00560776375,0.0046315365
2024,2025,20,0.0051880259,0.00560776375,0.0046315365
2024,2025,40,0.0051880259,0.00560776375,0.0046315365
2024,2025,60,0.0051880259,0.00560776375,0.0046315365
2024,2025,80,0.0051880259,0.00560776375,0.0046315365
2024,2025,100,0.0051880259,0.00560776375,0.0046315365
2025,2025,0,0.0049384258,0.005356552249999999,0.00443233025
2025,2025,20,0.0049462502,0.005363971999999999,0.00443881
2025,2025,40,0.004954137,0.005371441249999999,0.004445345
2025,2025,60,0.0049621424,0.005379008999999999,0.004451974250000001
2025,2025,80,0.004970243,0.005386660999999999,0.0044586834999999995
2025,2025,100,0.0049784125,0.005394366749999999,0.0044654575000000005
2026,2025,0,0.0047062954,0.005117236999999999,0.0042357522500000005
2026,2025,20,0.0047389266,0.00515356,0.004263628
2026,2025,40,0.0047707854,0.005184366249999999,0.004290678500000001
2026,2025,60,0.0048019383,0.0052144765,0.00431697375
2026,2025,80,0.0048323705000000005,0.005244097,0.004342499
2026,2025,100,0.0048619867,0.0052731235,0.004367179
2027,2025,0,0.0044822039000000004,0.004877231,0.0040390915000000005
2027,2025,20,0.0045484819,0.004953602749999999,0.004097055
2027,2025,40,0.0046127961,0.005022214749999999,0.00415276875
2027,2025,60,0.0046748638,0.0050831765,0.004205984750000001
2027,2025,80,0.0047345965,0.005142575999999999,0.0042565825
2027,2025,100,0.0047916445,0.005200244,0.004304163
2028,2025,0,0.0042598761,0.00463588225,0.0038391199999999997
2028,2025,20,0.0043557101,0.004752247499999999,0.00392425125
2028,2025,40,0.0044504497,0.00485622125,0.00400748325
2028,2025,60,0.0045430304,0.00494831875,0.0040877775000000005
2028,2025,80,0.0046328471,0.0050396454999999995,0.004164329750000001
2028,2025,100,0.0047186597,0.0051281765,0.0042356467500000005
2029,2025,0,0.0040407074,0.0044011777500000005,0.00363874175
2029,2025,20,0.0041595533,0.004546914250000001,0.0037453255
2029,2025,40,0.004280695,0.00468335675,0.003852701
2029,2025,60,0.0044024262,0.004806205499999999,0.0039590905
2029,2025,80,0.0045235005,0.0049299127499999994,0.00406273725
2029,2025,100,0.004641313,0.005051989999999999,0.0041603479999999995
2030,2025,0,0.003827836,0.0041753219999999995,0.00343895275
2030,2025,20,0.0039647292,0.004342321499999999,0.0035653167500000003
2030,2025,40,0.0041084919,0.0045050245,0.0036935892500000005
2030,2025,60,0.0042572066,0.0046536749999999995,0.00382421375
2030,2025,80,0.0044092556,0.004808779249999999,0.00395471125
2030,2025,100,0.0045605987,0.00497951225,0.00407976225
2031,2025,0,0.0036228667,0.0039581115,0.00323895875
2031,2025,20,0.003774081,0.004138406,0.00338243225
2031,2025,40,0.0039370656,0.0043251947500000006,0.00353347825
2031,2025,60,0.0041101391,0.0044981712499999995,0.0036860905
2031,2025,80,0.0042916809,0.0046902657499999995,0.0038420959999999997
2031,2025,100,0.0044764209,0.00490208125,0.0039943357499999995
2032,2025,0,0.0034277665,0.0037544055000000003,0.00304711375
2032,2025,20,0.0035904934,0.003943113999999999,0.00320411225
2032,2025,40,0.0037697931,0.00415039075,0.00337318575
2032,2025,60,0.0039645492,0.004345083999999999,0.0035481602499999997
2032,2025,80,0.0041734903,0.00457733225,0.0037277605000000003
2032,2025,100,0.0043904328,0.004822212249999999,0.0039060905000000003
2033,2025,0,0.0032394667,0.0035604135,0.002865342
2033,2025,20,0.0034113317,0.003753124,0.0030304452500000004
2033,2025,40,0.0036042646,0.00397762275,0.0032115155000000005
2033,2025,60,0.0038179356,0.0041960065,0.0034084765
2033,2025,80,0.0040516926,0.004460128000000001,0.0036094430000000004
2033,2025,100,0.0042987724,0.0047356067499999994,0.0038120709999999998
2034,2025,0,0.0030592657,0.00337674025,0.00269347775
2034,2025,20,0.0032383438,0.00357011725,0.00286642625
2034,2025,40,0.0034426058,0.0038089705,0.00305388
2034,2025,60,0.0036726356,0.004050895,0.00326957425
2034,2025,80,0.0039285812,0.00434170075,0.00348948175
2034,2025,100,0.0042033916,0.00464475225,0.00371434125
2035,2025,0,0.0028880595,0.00320411825,0.0025305170000000004
2035,2025,20,0.003072759,0.003396938,0.002710456
2035,2025,40,0.0032863637,0.0036459889999999997,0.0029017714999999998
2035,2025,60,0.0035304297,0.0039092004999999996,0.00313287525
2035,2025,80,0.0038060171,0.00422355925,0.003369745
2035,2025,100,0.0041060134,0.0045596015,0.0036146599999999996
2036,2025,0,0.0027266973,0.0030406912499999997,0.0023771994999999997
2036,2025,20,0.0029157459,0.0032355265,0.00256133
2036,2025,40,0.0031370512,0.00349028675,0.002758678
2036,2025,60,0.0033931599,0.0037724029999999997,0.00299829875
2036,2025,80,0.0036860927,0.004107769999999999,0.00325223525
2036,2025,100,0.0040088473,0.004474799,0.0035151345000000002
2037,2025,0,0.0025751199,0.002884974,0.0022335155
2037,2025,20,0.0027674051999999998,0.00308579225,0.002420063
2037,2025,40,0.0029949471,0.0033447799999999995,0.002623729
2037,2025,60,0.0032612748,0.003644283,0.0028691335
2037,2025,80,0.0035693813,0.003994667749999999,0.00313768925
2037,2025,100,0.0039124768,0.0043897632499999995,0.0034165115000000003
2038,2025,0,0.0024325072,0.00273809175,0.00209879275
2038,2025,20,0.002627043,0.0029459242500000002,0.00228677525
2038,2025,40,0.0028595029,0.003206465,0.0024952132500000003
2038,2025,60,0.0031343651,0.0035209164999999995,0.0027450265
2038,2025,80,0.0034555824,0.0038863707499999997,0.00302611525
2038,2025,100,0.0038166268,0.00430416925,0.00331881925
2039,2025,0,0.002298738,0.00259999625,0.0019729442499999998
2039,2025,20,0.0024947021,0.00281362025,0.00216144675
2039,2025,40,0.0027309496,0.0030749795,0.002373489
2039,2025,60,0.0030128708000000002,0.00340237375,0.00262652625
2039,2025,80,0.0033453326,0.0037825972499999994,0.00291826675
2039,2025,100,0.0037220806,0.0042189145,0.00322293075
2040,2025,0,0.0021736743,0.00247063125,0.00185580025
2040,2025,20,0.0023703965,0.0026892080000000002,0.00204408325
2040,2025,40,0.0026094864,0.0029504195,0.002258802
2040,2025,60,0.0028971969,0.0032891599999999997,0.0025139755
2040,2025,80,0.0032392552,0.003681695749999999,0.00281478475
2040,2025,100,0.003629653,0.00413136775,0.0031296370000000002
2041,2025,0,0.0020568549,0.0023495395,0.0017451544999999998
2041,2025,20,0.0022537683,0.00257220375,0.00193442175
2041,2025,40,0.0024948809,0.002832556,0.00215095325
2041,2025,60,0.0027872571,0.00318122725,0.0024072975
2041,2025,80,0.003137419,0.0035822074999999993,0.0027156492499999995
2041,2025,100,0.0035395491,0.0040450415,0.0030381917499999996
2042,2025,0,0.0019476561,0.0022360799999999997,0.001642012
2042,2025,20,0.0021442758,0.0024620675,0.0018318467499999999
2042,2025,40,0.0023866913,0.0027217577499999996,0.0020494922500000003
2042,2025,60,0.002682727,0.0030782817499999996,0.00230614225
2042,2025,80,0.0030396323,0.0034865642499999996,0.0026175785000000003
2042,2025,100,0.0034517198,0.00396074175,0.002947659
2043,2025,0,0.0018454616,0.00212962275,0.0015458989999999999
2043,2025,20,0.0020413849,0.0023582745,0.0017347675
2043,2025,40,0.0022844886,0.00261820725,0.001953958
2043,2025,60,0.0025832971,0.0029800365,0.0022101739999999996
2043,2025,80,0.0029457265,0.0033946164999999993,0.0025234065000000003
2043,2025,100,0.0033661627,0.003878557,0.0028600002499999996
2044,2025,0,0.001749749,0.00202965675,0.0014562754999999999
2044,2025,20,0.0019446686,0.00226043475,0.00164330025
2044,2025,40,0.002187965,0.0025197695,0.0018638399999999999
2044,2025,60,0.0024888081,0.0028863877499999994,0.00212023325
2044,2025,80,0.0028557165,0.0033064372499999996,0.0024333112500000004
2044,2025,100,0.0032831069,0.0037988462499999997,0.00277533075
2045,2025,0,0.0016600154,0.0019356820000000002,0.0013726167500000002
2045,2025,20,0.0018537064,0.0021669192499999997,0.0015573222500000002
2045,2025,40,0.0020968087,0.00242492875,0.0017789175
2045,2025,60,0.0023990851,0.0027972069999999995,0.0020356274999999997
2045,2025,80,0.0027695989,0.0032220669999999995,0.00234723225
2045,2025,100,0.0032027577,0.0037219189999999997,0.002693641
2046,2025,0,0.0015756332,0.0018470532499999998,0.001294297
2046,2025,20,0.0017679113,0.0020778424999999996,0.00147653325
2046,2025,40,0.0020104936,0.0023362475000000002,0.001698665
2046,2025,60,0.002313684,0.0027111642499999997,0.001955208
2046,2025,80,0.0026870382999999998,0.0031411467499999996,0.00226483
2046,2025,100,0.003124916,0.0036475789999999998,0.00261463975
2047,2025,0,0.00149621903,0.00176348,0.0012208772499999999
2047,2025,20,0.0016869833,0.0019937175,0.001400569
2047,2025,40,0.0019288423,0.0022524644999999998,0.00162282675
2047,2025,60,0.0022325943999999998,0.0026282697499999995,0.00187873425
2047,2025,80,0.0026082393,0.0030640389999999993,0.002186856
2047,2025,100,0.003050057,0.003576541,0.002538782
2048,2025,0,0.00142085732,0.0016838012499999998,0.001151606
2048,2025,20,0.0016098754,0.0019132074999999998,0.00132855275
2048,2025,40,0.0018506507,0.00217180475,0.00154966175
2048,2025,60,0.0021544203,0.0025480157500000003,0.001805137
2048,2025,80,0.0025315773,0.0029886834999999995,0.002113372
2048,2025,100,0.0029762998,0.0035063197499999995,0.0024646325
2049,2025,0,0.00134928344,0.0016078465,0.0010861385000000001
2049,2025,20,0.00153638969,0.0018344475,0.0012602102500000002
2049,2025,40,0.0017758132,0.0020947922499999997,0.0014788285
2049,2025,60,0.0020791881,0.0024705154999999997,0.00173438025
2049,2025,80,0.0024572514,0.002915431749999999,0.00204221475
2049,2025,100,0.0029040601,0.0034375505,0.00239238725
2050,2025,0,0.00128124069,0.00153546675,0.00102416575
2050,2025,20,0.00146633425,0.0017590689999999998,0.00119526675
2050,2025,40,0.0017042348,0.0020219795,0.00141114975
2050,2025,60,0.002006932,0.0023959127499999996,0.0016652635
2050,2025,80,0.0023854723,0.002844680999999999,0.00197348475
2050,2025,100,0.0028337746,0.00337092225,0.0023222875
2051,2025,0,0.00121628541,0.0014661610000000001,9.65273675e-4
2051,2025,20,0.00139922668,0.00168653725,0.0011332974999999999
2051,2025,40,0.00163539,0.0019503167500000002,0.0013461702500000001
2051,2025,60,0.0019370837,0.00232356225,0.00159779075
2051,2025,80,0.0023156235,0.0027756992499999994,0.00190664625
2051,2025,100,0.0027647841,0.0033055854999999995,0.0022537805
2052,2025,0,0.0011542353,0.0013998244999999998,9.09240675e-4
2052,2025,20,0.00133493463,0.0016167917499999998,0.001074112
2052,2025,40,0.00156921504,0.0018808764999999998,0.001283771
2052,2025,60,0.0018696733,0.0022535682499999995,0.0015326635
2052,2025,80,0.0022478688,0.0027087769999999995,0.0018417355
2052,2025,100,0.0026974257,0.0032420555,0.002187342
2053,2025,0,0.00109486633,0.0013362119999999998,8.55846225e-4
2053,2025,20,0.00127322608,0.0015495872499999997,0.001017486
2053,2025,40,0.00150547604,0.001813749,0.001223722
2053,2025,60,0.0018044741,0.0021856745,0.0014697065
2053,2025,80,0.0021819932,0.0026436689999999995,0.0017784905
2053,2025,100,0.0026315174,0.00318010175,0.0021228245000000003
2054,2025,0,0.00103811126,0.00127535825,8.049572999999999e-4
2054,2025,20,0.00121410113,0.0014850122499999998,9.633391250000001e-4
2054,2025,40,0.00144426528,0.00174913625,0.00116604425
2054,2025,60,0.0017417039,0.00212020475,0.0014096705
2054,2025,80,0.0021183909,0.002580976749999999,0.0017173235
2054,2025,100,0.002567674,0.0031206094999999996,0.00206021525
2055,2025,0,9.8385804e-4,0.001217269,7.56390075e-4
2055,2025,20,0.0011575228,0.0014231457499999998,9.1155395e-4
2055,2025,40,0.00138565461,0.0016872850000000002,0.0011106882500000002
2055,2025,60,0.001681588,0.002057527,0.0013520745000000002
2055,2025,80,0.002057489,0.0025213879999999994,0.001658503
2055,2025,100,0.0025065816,0.0030646334999999995,0.001999991
2056,2025,0,9.3199864e-4,0.001161718,7.100962250000001e-4
2056,2025,20,0.00110332804,0.001363816,8.6203395e-4
2056,2025,40,0.00132940567,0.00162782625,0.0010575397500000002
2056,2025,60,0.00162379193,0.00199720225,0.0012966132500000001
2056,2025,80,0.0019988452,0.0024642377499999994,0.0016017505
2056,2025,100,0.0024476825,0.0030112442499999996,0.00194176925
2057,2025,0,8.8255708e-4,0.0011087394999999998,6.660821250000001e-4
2057,2025,20,0.00105155785,0.001307043,8.14802025e-4
2057,2025,40,0.00127558457,0.00157086475,0.00100666345
2057,2025,60,0.00156842168,0.0019393747499999998,0.00124339625
2057,2025,80,0.0019426221,0.002408486999999999,0.00154723175
2057,2025,100,0.0023912219,0.00296068075,0.00188578425
2058,2025,0,8.3558491e-4,0.00105836825,6.2439225e-4
2058,2025,20,0.00100226762,0.0012528499999999998,7.69909175e-4
2058,2025,40,0.00122425347,0.0015164689999999999,9.58124575e-4
2058,2025,60,0.00151554902,0.0018841339999999998,0.0011924930000000002
2058,2025,80,0.0018889102,0.0023543964999999992,0.0014950425
2058,2025,100,0.0023373274,0.0029130134999999996,0.0018321754999999999
2059,2025,0,7.911008e-4,0.00101056375,5.850681e-4
2059,2025,20,9.5545667e-4,0.00120173225,7.27384425e-4
2059,2025,40,0.0011753823,0.00146455375,9.119624e-4
2059,2025,60,0.00146510841,0.00183137525,0.0011439375
2059,2025,80,0.0018376051,0.0023044959999999996,0.0014451742500000001
2059,2025,100,0.002285853,0.002867862,0.0017808857499999999
2060,2025,0,7.4908978e-4,9.652580999999999e-4,5.481153250000001e-4
2060,2025,20,9.1109342e-4,0.0011554775,6.872248e-4
2060,2025,40,0.00112891747,0.00141653425,8.6818095e-4
2060,2025,60,0.00141701639,0.0017809637499999998,0.0010976929999999998
2060,2025,80,0.001788588,0.0022568944999999995,0.0013975875
2060,2025,100,0.0022366433,0.00282484625,0.0017317155
2061,2025,0,7.0959905e-4,9.225435249999998e-4,5.135427000000001e-4
2061,2025,20,8.6925911e-4,0.0011117594999999999,6.49469175e-4
2061,2025,40,0.00108498105,0.00137183825,8.268555749999999e-4
2061,2025,60,0.00137145211,0.00173314425,0.0010539267499999998
2061,2025,80,0.001742111,0.0022118702499999993,0.0013519835
2061,2025,100,0.0021900386,0.0027844462499999998,0.0016850035
2062,2025,0,6.7257283e-4,8.823732499999997e-4,4.812868e-4
2062,2025,20,8.2990598e-4,0.00107064125,6.14062225e-4
2062,2025,40,0.00104353959,0.0013296987499999999,7.879471e-4
2062,2025,60,0.00132839732,0.0016878914999999997,0.00101260875
2062,2025,80,0.0016981747,0.0021694385,0.00130826675
2062,2025,100,0.0021460627,0.002746702,0.001640833
2063,2025,0,6.3796022e-4,8.438418499999999e-4,4.5129362499999996e-4
2063,2025,20,7.9298643e-4,0.0010320347499999999,5.80837675e-4
2063,2025,40,0.00100454586,0.0012899972499999998,7.51418825e-4
2063,2025,60,0.0012878017,0.0016451597499999998,9.73717425e-4
2063,2025,80,0.0016567269,0.0021295049999999994,0.0012669815
2063,2025,100,0.0021046565,0.0027114829999999998,0.001599174
2064,2025,0,6.0568127e-4,8.078637499999998e-4,4.234836e-4
2064,2025,20,7.584239199999999e-4,9.957776249999999e-4,5.4971435e-4
2064,2025,40,9.6792343e-4,0.00125264275,7.17204475e-4
2064,2025,60,0.00124959007,0.0016057435,9.371994749999999e-4
2064,2025,80,0.00161768865,0.0020919702499999993,0.0012280877500000001
2064,2025,100,0.0020657316,0.00267865975,0.0015599622500000001
2065,2025,0,5.7560612e-4,7.741453999999999e-4,3.9773325e-4
2065,2025,20,7.2608631e-4,9.617263499999999e-4,5.207300000000001e-4
2065,2025,40,9.335355e-4,0.0012174747499999997,6.8518625e-4
2065,2025,60,0.00121361314,0.0015695344999999998,9.029359e-4
2065,2025,80,0.00158088672,0.0020566252499999993,0.0011914407499999998
