"indicator","year","parameter_set","value"
"TotalHIVtests",1985,"1",3614260
"TotalHIVtests",1985,"2",3842960
"TotalHIVtests",1986,"1",5549170
"TotalHIVtests",1986,"2",5509790
"TotalHIVtests",1987,"1",6685960
"TotalHIVtests",1987,"2",6438340
"TotalHIVtests",1988,"1",7630160
"TotalHIVtests",1988,"2",7208590
"TotalHIVtests",1989,"1",8435840
"TotalHIVtests",1989,"2",7865720
"TotalHIVtests",1990,"1",9138510
"TotalHIVtests",1990,"2",8439140
"TotalHIVtests",1991,"1",131669
"TotalHIVtests",1991,"2",132282
"TotalHIVtests",1992,"1",252862
"TotalHIVtests",1992,"2",253115
"TotalHIVtests",1993,"1",378937
"TotalHIVtests",1993,"2",379160
"TotalHIVtests",1994,"1",505565
"TotalHIVtests",1994,"2",505763
"TotalHIVtests",1995,"1",632498
"TotalHIVtests",1995,"2",632629
"TotalHIVtests",1996,"1",759649
"TotalHIVtests",1996,"2",759684
"TotalHIVtests",1997,"1",887113
"TotalHIVtests",1997,"2",886993
"TotalHIVtests",1998,"1",1014830
"TotalHIVtests",1998,"2",1014480
"TotalHIVtests",1999,"1",1142650
"TotalHIVtests",1999,"2",1142000
"TotalHIVtests",2000,"1",1270350
"TotalHIVtests",2000,"2",1269340
"TotalHIVtests",2001,"1",1398160
"TotalHIVtests",2001,"2",1396720
"TotalHIVtests",2002,"1",1525780
"TotalHIVtests",2002,"2",1523850
"TotalHIVtests",2003,"1",1659870
"TotalHIVtests",2003,"2",1657340
"TotalHIVtests",2004,"1",1793220
"TotalHIVtests",2004,"2",1790320
"TotalHIVtests",2005,"1",2225250
"TotalHIVtests",2005,"2",2221140
"TotalHIVtests",2006,"1",2471710
"TotalHIVtests",2006,"2",2467510
"TotalHIVtests",2007,"1",2807870
"TotalHIVtests",2007,"2",2802500
"TotalHIVtests",2008,"1",3505500
"TotalHIVtests",2008,"2",3496450
"TotalHIVtests",2009,"1",7788570
"TotalHIVtests",2009,"2",7743000
"TotalHIVtests",2010,"1",10643200
"TotalHIVtests",2010,"2",10596000
"TotalHIVtests",2011,"1",9823270
"TotalHIVtests",2011,"2",9790210
"TotalHIVtests",2012,"1",10041500
"TotalHIVtests",2012,"2",10012000
"TotalHIVtests",2013,"1",8363590
"TotalHIVtests",2013,"2",8348220
"TotalHIVtests",2014,"1",9688370
"TotalHIVtests",2014,"2",9668260
"TotalHIVtests",2015,"1",12495600
"TotalHIVtests",2015,"2",12452500
"TotalHIVtests",2016,"1",13700500
"TotalHIVtests",2016,"2",13653800
"TotalHIVtests",2017,"1",13163000
"TotalHIVtests",2017,"2",13121000
"TotalHIVtests",2018,"1",14059400
"TotalHIVtests",2018,"2",14015000
"TotalHIVtests",2019,"1",17824200
"TotalHIVtests",2019,"2",17769000
"TotalHIVtests",2020,"1",13719200
"TotalHIVtests",2020,"2",13688700
"TotalHIVtests",2021,"1",15783200
"TotalHIVtests",2021,"2",13663100
"TotalHIVtests",2022,"1",18365500
"TotalHIVtests",2022,"2",15141600
"TotalHIVtests",2023,"1",18828100
"TotalHIVtests",2023,"2",15508900
"TotalHIVtests",2024,"1",19293300
"TotalHIVtests",2024,"2",15887200
"TotalHIVtests",2025,"1",19768500
"TotalHIVtests",2025,"2",16281000
"TotalHIVtests",2026,"1",20188000
"TotalHIVtests",2026,"2",16625100
"TotalHIVtests",2027,"1",20547500
"TotalHIVtests",2027,"2",16915900
"TotalHIVtests",2028,"1",20895400
"TotalHIVtests",2028,"2",17198300
"TotalHIVtests",2029,"1",21241200
"TotalHIVtests",2029,"2",17479800
"TotalHIVtests",2030,"1",21581900
"TotalHIVtests",2030,"2",17756300
"TotalHIVtests",2031,"1",21915900
"TotalHIVtests",2031,"2",18026300
"TotalHIVtests",2032,"1",22238900
"TotalHIVtests",2032,"2",18285500
"TotalHIVtests",2033,"1",22550700
"TotalHIVtests",2033,"2",18534500
"TotalHIVtests",2034,"1",22852300
"TotalHIVtests",2034,"2",18774600
"TotalHIVtests",2035,"1",23146100
"TotalHIVtests",2035,"2",19008500
"TotalHIVtests",2036,"1",23431100
"TotalHIVtests",2036,"2",19235200
"TotalHIVtests",2037,"1",23703900
"TotalHIVtests",2037,"2",19451300
"TotalHIVtests",2038,"1",23964500
"TotalHIVtests",2038,"2",19656700
"TotalHIVtests",2039,"1",24213100
"TotalHIVtests",2039,"2",19851600
"TotalHIVtests",2040,"1",24451200
"TotalHIVtests",2040,"2",20037600
"TotalHIVtests",2041,"1",24680400
"TotalHIVtests",2041,"2",20216200
"TotalHIVtests",2042,"1",24904000
"TotalHIVtests",2042,"2",20390600
"TotalHIVtests",2043,"1",25121000
"TotalHIVtests",2043,"2",20560000
"TotalHIVtests",2044,"1",25329800
"TotalHIVtests",2044,"2",20722500
"TotalHIVtests",2045,"1",25530600
"TotalHIVtests",2045,"2",20878700
"TotalHIVtests",2046,"1",25724300
"TotalHIVtests",2046,"2",21029400
"TotalHIVtests",2047,"1",25912500
"TotalHIVtests",2047,"2",21176200
"TotalHIVtests",2048,"1",26095200
"TotalHIVtests",2048,"2",21319200
"TotalHIVtests",2049,"1",26272000
"TotalHIVtests",2049,"2",21458100
"TotalHIVtests",2050,"1",26443400
"TotalHIVtests",2050,"2",21593000
"TotalHIVtests",2051,"1",26609900
"TotalHIVtests",2051,"2",21724400
"TotalHIVtests",2052,"1",26772000
"TotalHIVtests",2052,"2",21852600
"TotalHIVtests",2053,"1",26930000
"TotalHIVtests",2053,"2",21977900
"TotalHIVtests",2054,"1",27084100
"TotalHIVtests",2054,"2",22100400
"TotalHIVtests",2055,"1",27234000
"TotalHIVtests",2055,"2",22219700
"TotalHIVtests",2056,"1",27379500
"TotalHIVtests",2056,"2",22335700
"TotalHIVtests",2057,"1",27520300
"TotalHIVtests",2057,"2",22448000
"TotalHIVtests",2058,"1",27655800
"TotalHIVtests",2058,"2",22556000
"TotalHIVtests",2059,"1",27785500
"TotalHIVtests",2059,"2",22659200
"TotalHIVtests",2060,"1",27908700
"TotalHIVtests",2060,"2",22757300
"TotalHIVtests",2061,"1",28025000
"TotalHIVtests",2061,"2",22849600
"TotalHIVtests",2062,"1",28133900
"TotalHIVtests",2062,"2",22935900
"TotalHIVtests",2063,"1",28235000
"TotalHIVtests",2063,"2",23015800
"TotalHIVtests",2064,"1",28328300
"TotalHIVtests",2064,"2",23089300
"TotalHIVtests",2065,"1",28413600
"TotalHIVtests",2065,"2",23156200
