indicator,pitc_reduction_year,test_reduction,scenario,mean,upper_CI,lower_CI,future_variability,future_value
ARTCoverageDiag_15,2025,100,absolute_dif,-0.7448465000000013,-0.6434534749999944,-0.8462395250000082,test_reduction_only,NA
ARTCoverageDiag_15,2025,100,baseline,79.293135,79.35738825,79.22888175,test_reduction_only,NA
ARTCoverageDiag_15,2025,100,intervention,78.5482885,78.585428275,78.511148725,test_reduction_only,NA
ARTCoverageDiag_15,2025,100,percent_change,-0.9392439892134113,-0.8121339560289401,-1.0663540223978825,test_reduction_only,NA
ARTcoverageDiagF,2025,100,absolute_dif,-0.19868599999999859,-0.17770430000000043,-0.21966769999999675,test_reduction_only,NA
ARTcoverageDiagF,2025,100,baseline,42.337169,42.3402641,42.3340739,test_reduction_only,NA
ARTcoverageDiagF,2025,100,intervention,42.138483,42.1625598,42.114406200000005,test_reduction_only,NA
ARTcoverageDiagF,2025,100,percent_change,-0.46929850405226325,-0.4197056149812035,-0.518891393123323,test_reduction_only,NA
ARTcoverageDiagM,2025,100,absolute_dif,-0.5461605000000027,-0.46574917500000074,-0.6265718250000047,test_reduction_only,NA
ARTcoverageDiagM,2025,100,baseline,36.955966000000004,37.02331435000001,36.88861764999999,test_reduction_only,NA
ARTcoverageDiagM,2025,100,intervention,36.4098055,36.422868475,36.39674252499999,test_reduction_only,NA
ARTcoverageDiagM,2025,100,percent_change,-1.4774343518952586,-1.2625399628765346,-1.6923287409139827,test_reduction_only,NA
FemalesOver15,2025,100,absolute_dif,-6561100,-5990150,-7132050,test_reduction_only,NA
FemalesOver15,2025,100,baseline,1476365350,1477374107.5,1475356592.5,test_reduction_only,NA
FemalesOver15,2025,100,intervention,1469804250,1471383957.5,1468224542.5,test_reduction_only,NA
FemalesOver15,2025,100,percent_change,-0.4444384754091383,-0.40546212673951015,-0.48341482407876635,test_reduction_only,NA
MalesOver15,2025,100,absolute_dif,-6526850,-5798912.5,-7254787.5,test_reduction_only,NA
MalesOver15,2025,100,baseline,1380969700,1381213850,1380725550,test_reduction_only,NA
MalesOver15,2025,100,intervention,1374442850,1375414937.5,1373470762.5,test_reduction_only,NA
MalesOver15,2025,100,percent_change,-0.47263838055478413,-0.4198427655165885,-0.5254339955929798,test_reduction_only,NA
NewAdultHIV,2025,100,absolute_dif,2575802.95,2849000.1975000002,2302605.7024999997,test_reduction_only,NA
NewAdultHIV,2025,100,baseline,3788054.4000000004,3881135.2100000004,3694973.59,test_reduction_only,NA
NewAdultHIV,2025,100,intervention,6363857.35,6730135.407500001,5997579.2924999995,test_reduction_only,NA
NewAdultHIV,2025,100,percent_change,67.8470748678069,73.39199630958288,62.302153426030905,test_reduction_only,NA
Prev15to49,2025,100,absolute_dif,0.7388294,0.8000057899999998,0.6776530100000001,test_reduction_only,NA
Prev15to49,2025,100,baseline,3.4189065000000003,3.42189121,3.41592179,test_reduction_only,NA
Prev15to49,2025,100,intervention,4.1577359000000005,4.21592758,4.09954422,test_reduction_only,NA
Prev15to49,2025,100,percent_change,21.611857498229185,23.420080135260502,19.803634861197864,test_reduction_only,NA
