"","year","scenario","indicator","pitc_reduction_year","test_reduction","mean","upper_CI","lower_CI","future_variability","future_value"
"1",1985,"baseline","ANCtestNeg","2025","5",0,0,0,"condom_promotion",1
"2",1985,"baseline","ANCtestPos","2025","5",0,0,0,"condom_promotion",1
"3",1985,"baseline","AdultHIVtestsNeg","2025","5",0.895906,0.96493585,0.82687615,"condom_promotion",1
"4",1985,"baseline","AdultHIVtestsPos","2025","5",11.504,12.311975,10.696025,"condom_promotion",1
"5",1985,"baseline","Adult_1st_line_FU","2025","5",0,0,0,"condom_promotion",1
"6",1985,"baseline","DiscART200to349","2025","5",0,0,0,"condom_promotion",1
"7",1985,"baseline","DiscART350to499","2025","5",0,0,0,"condom_promotion",1
"8",1985,"baseline","DiscARTover500","2025","5",0,0,0,"condom_promotion",1
"9",1985,"baseline","DiscARTunder200","2025","5",0,0,0,"condom_promotion",1
"10",1985,"baseline","FemalesOver15","2025","5",9986110,9986110,9986110,"condom_promotion",1
"11",1985,"baseline","FollowUpART10to14","2025","5",0,0,0,"condom_promotion",1
"12",1985,"baseline","FollowUpART1to2","2025","5",0,0,0,"condom_promotion",1
"13",1985,"baseline","FollowUpART3to5","2025","5",0,0,0,"condom_promotion",1
"14",1985,"baseline","FollowUpART6to9","2025","5",0,0,0,"condom_promotion",1
"15",1985,"baseline","MalesOver15","2025","5",9540720,9540720,9540720,"condom_promotion",1
"16",1985,"baseline","NewAdultHIV","2025","5",2517.43,2724.017,2310.843,"condom_promotion",1
"17",1985,"baseline","NewDiagnosesPregnancy","2025","5",0,0,0,"condom_promotion",1
"18",1985,"baseline","Number1stHIVtestsPos","2025","5",11.504,12.311975,10.696025,"condom_promotion",1
"19",1985,"baseline","OnARTcurr200to349","2025","5",0,0,0,"condom_promotion",1
"20",1985,"baseline","OnARTcurr350to499","2025","5",0,0,0,"condom_promotion",1
"21",1985,"baseline","OnARTcurrOver500","2025","5",0,0,0,"condom_promotion",1
"22",1985,"baseline","OnARTcurrUnder200","2025","5",0,0,0,"condom_promotion",1
"23",1985,"baseline","PaedsHIVtestsNeg","2025","5",0.008064185,0.00900093725,0.00712743275,"condom_promotion",1
"24",1985,"baseline","PaedsHIVtestsPos","2025","5",0.007127245,0.00806511825,0.00618937175,"condom_promotion",1
"25",1985,"baseline","PreART200to349F","2025","5",0,0,0,"condom_promotion",1
"26",1985,"baseline","PreART200to349M","2025","5",0,0,0,"condom_promotion",1
"27",1985,"baseline","PreART350to499F","2025","5",0,0,0,"condom_promotion",1
"28",1985,"baseline","PreART350to499M","2025","5",0,0,0,"condom_promotion",1
"29",1985,"baseline","PreARTover500F","2025","5",0,0,0,"condom_promotion",1
"30",1985,"baseline","PreARTover500M","2025","5",0,0,0,"condom_promotion",1
"31",1985,"baseline","PreARTunder200F","2025","5",0,0,0,"condom_promotion",1
"32",1985,"baseline","PreARTunder200M","2025","5",0,0,0,"condom_promotion",1
"33",1985,"baseline","RediagnosesPregnancy","2025","5",0,0,0,"condom_promotion",1
"34",1985,"baseline","StartingART0","2025","5",0,0,0,"condom_promotion",1
"35",1985,"baseline","StartingART1","2025","5",0,0,0,"condom_promotion",1
"36",1985,"baseline","StartingART10to14","2025","5",0,0,0,"condom_promotion",1
"37",1985,"baseline","StartingART1to2","2025","5",0,0,0,"condom_promotion",1
"38",1985,"baseline","StartingART3to5","2025","5",0,0,0,"condom_promotion",1
"39",1985,"baseline","StartingART6to9","2025","5",0,0,0,"condom_promotion",1
"40",1985,"baseline","StartingART_15","2025","5",0,0,0,"condom_promotion",1
"41",1985,"baseline","TestsPerAdult","2025","5",6.35021147825838e-07,6.79933327631776e-07,5.90108968019899e-07,"condom_promotion",1
"42",1985,"baseline","Total2LAdultsOnART","2025","5",0,0,0,"condom_promotion",1
"43",1985,"baseline","TotalAIDSdeaths","2025","5",22.635912175,22.6416757642,22.6301485858,"condom_promotion",1
"44",1985,"baseline","TotalAIDSdeathsadult","2025","5",2.69218,2.716538,2.667822,"condom_promotion",1
"45",1985,"baseline","TotalAdultsOnART","2025","5",0,0,0,"condom_promotion",1
"46",1985,"baseline","TotalHIVtests","2025","5",12.39995,13.2769425,11.5229575,"condom_promotion",1
"47",1985,"intervention","ANCtestNeg","2025","5",0,0,0,"condom_promotion",1
"48",1985,"intervention","ANCtestPos","2025","5",0,0,0,"condom_promotion",1
"49",1985,"intervention","AdultHIVtestsNeg","2025","5",0.895906,0.96493585,0.82687615,"condom_promotion",1
"50",1985,"intervention","AdultHIVtestsPos","2025","5",11.504,12.311975,10.696025,"condom_promotion",1
"51",1985,"intervention","Adult_1st_line_FU","2025","5",0,0,0,"condom_promotion",1
"52",1985,"intervention","DiscART200to349","2025","5",0,0,0,"condom_promotion",1
